Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;build;cam2features;displayprotection;displayother;sar-us;gprstext;edge;bodyother;batstandby1;battalktime1;featuresother;optionalother;batmusicplayback1;sar-eu;batlife
https://www.gsmarena.com/alcatel_one_touch_snap-5334.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-snap.jpg;alcatel One Touch Snap;Released 2013, June;9mm thickness;Android 4.2;4GB storage, microSDHC slot;38;N/A;864,417 hits;"4.5""";540x960 pixels;1 GB RAM;MT6589;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100;;HSPA 42.2/11.5 Mbps (Single SIM model);2013, February. Released 2013, June;Discontinued;130.3 x 67 x 9 mm (5.13 x 2.64 x 0.35 in);-;Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.5 inches, 55.8 cm(~63.9% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.2 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB (2.4GB user available), 1GB RAM;;8 MP, AF;LED flash;720p;1.3 MP;720p;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, removable;Silver, Cloudy, White;;;;;Scratch-resistant glass, oleophobic coating;;;;;;Up to 440 h (2G) / Up to 340 h (3G);Up to 11 h (2G) / Up to 7 h (3G);;;;;
https://www.gsmarena.com/alcatel_idol_x-5318.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-idol-x-new.jpg;alcatel Idol X;Released 2013, July;130g, 6.9mm thickness;Android 4.2.1;8GB/16GB storage, microSDHC;175;N/A;2,186,514 hits;"5.0""";1080x1920 pixels;2 GB RAM;MT6589;2000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - 6040, 6040A;HSDPA 900 / 2100 - OT-6040/6040D;;HSPA 42.2/11.5 Mbps;2013, February. Released 2013, July;Discontinued;140.4 x 67.5 x 6.9 mm (5.53 x 2.66 x 0.27 in);130 g (4.59 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;5.0 inches, 68.9 cm(~72.7% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.2.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.5 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);8GB 2GB RAM, 16GB 2GB RAM;;13.1 MP, AF;LED flash;1080p@30fps;2.1 MP;;Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2000 mAh, non-removable;Blue, Black, Red, Yellow;6040D, 6040E, 6040, 6040A;About 370 EUR;;;Scratch-resistant glass;;;;;;Up to 440 h (2G) / Up to 340 h (3G);Up to 11 h (2G) / Up to 7 h (3G);;;Up to 36 h;0.26 W/kg (head)     0.58 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_fire-5319.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-one-touch-fire1.jpg;alcatel One Touch Fire;Released 2013, July;108g, 12.2mm thickness;Firefox OS 1.0;160MB 512MB ROM 256MB RAM storage, microSDHC slot;25;N/A;414,489 hits;"3.5""";320x480 pixels;256 MB RAM;Snapdragon S1;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, February. Released 2013, July;Discontinued;115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in);108 g (3.81 oz);Mini-SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~50.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Firefox OS 1.0;Qualcomm MSM7227A Snapdragon S1;1.0 GHz Cortex-A5;Adreno 200;microSDHC (dedicated slot), 2 GB included;160MB 512MB ROM 256MB RAM;;3.15 MP;;480p@30fps;No;;Wi-Fi 802.11 b/g/n;3.0;GPS;No;Stereo FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Mozilla Orange, Apple Green, Pure White;4012A, 4012X;About 120 EUR;;;;;;;;;Up to 280 h (2G) / Up to 220 h (3G);Up to 6 h 40 min (2G) / Up to 3 h (3G);MP3/AAC+/OGG playerMP4/H.264 playerPhoto viewerPredictive text input;;;1.45 W/kg (head)     1.30 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_star-5296.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-star-6010-silver.jpg;alcatel One Touch Star;Released 2013, March;119.5, 9.7mm thickness;Android 4.1;4GB storage, microSDHC slot;31;N/A;790,104 hits;"4.0""";480x800 pixels;512 MB RAM;MT6577;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - 6010;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, February. Released 2013, March;Discontinued;117.9 x 60.8 x 9.7 mm (4.64 x 2.39 x 0.38 in);119.5 (4.20 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);AMOLED;4.0 inches, 45.5 cm(~63.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB (2.4GB user available), 512MB RAM;;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot, DLNA;4.0, A2DP;GPS;No;FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1500 mAh, removable;Black, White, Pink;6010D, ONE TOUCH 6010D;About 220 EUR;;;Corning Gorilla Glass, Oleophobic coating;;;;;;Up to 300 h (2G) / Up to 280 h (3G);Up to 4 h 30 min (2G) / Up to 3 h 30 min (3G);;;;0.84 W/kg (head)     1.24 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_scribe_easy-5332.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-easy1.jpg;alcatel One Touch Scribe Easy;Released 2013, May;163g, 9.8mm thickness;Android 4.1.2;4GB storage, microSDHC slot;25;N/A;707,009 hits;"5.0""";480x800 pixels;512 MB RAM;Snapdragon S4 Play;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, February. Released 2013, May;Discontinued;143 x 78.4 x 9.8 mm (5.63 x 3.09 x 0.39 in);163 g (5.75 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);TFT;5.0 inches, 71.2 cm(~63.5% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~187 ppi density);Android 4.1.2 (Jelly Bean);Qualcomm MSM8225 Snapdragon S4 Play;Dual-core 1.2 GHz Cortex-A5;Adreno 203;microSDHC (dedicated slot);4GB (2.4GB user available), 512MB RAM;;5 MP, AF;LED flash;720p@24fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot, Wi-Fi Direct;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Flash Red, Flash Yellow, Black and Flash Blue;8000D, 8000E;About 170 EUR;;;Scratch-resistant glass;;;;;Stylus;Up to 600 h (2G) / Up to 594 h (3G);Up to 9 h (2G) / Up to 8 h (3G);;;;1.39 W/kg (head)     1.13 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_evo_7-5236.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-evo-7.jpg;alcatel One Touch Evo 7;Released 2013, January;390g, 11mm thickness;Android 4.0;4GB 1GB RAM storage, microSDHC slot;11;N/A;303,500 hits;"7.0""";600x1024 pixels;1 GB RAM;;;N/A;;;;2013, January. Released 2013, January;Discontinued;191 x 127 x 11 mm (7.52 x 5.0 x 0.43 in);390 g (13.76 oz);Single SIM or Dual SIM (dual stand-by);TFT;7.0 inches, 137.9 cm(~56.8% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.0 (Ice Cream Sandwich);;1.0 GHz;;microSDHC (dedicated slot);4GB 1GB RAM;;VGA;;Yes;No;;Wi-Fi 802.11 b/g/n;2.0, A2DP;GPS;No;No;microUSB 2.0;;Li-Ion, non-removable;Twilight Blue, Black, Vermillion;;About 100 EUR;;;;;;No;No;;Up to 200 h;Up to 6 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_evo_7_hd-5235.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-evo-7-hd-new.jpg;alcatel One Touch Evo 7 HD;Released 2013, January;350g, 10mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;8;N/A;218,571 hits;"7.0""";800x1280 pixels;1 GB RAM;;;N/A;;;;2013, January. Released 2013, January;Discontinued;197 x 120 x 10 mm (7.76 x 4.72 x 0.39 in);350 g (12.35 oz);Single SIM or Dual SIM (dual stand-by);IPS LCD;7.0 inches, 142.1 cm(~60.1% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.1 (Jelly Bean);;Dual-core 1.6 GHz;;microSDHC (dedicated slot);4GB 1GB RAM;;3 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;4.0, A2DP;GPS;No;No;microUSB 2.0;;Li-Ion, non-removable;Black, White;;About 140 EUR;;;;;;No;No;;Up to 200 h;Up to 6 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_tab_8_hd-5234.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-tab-8-hd-new.jpg;alcatel One Touch Tab 8 HD;Released 2013, June;400g, 9.5mm thickness;Android 4.1;8GB storage, microSDHC;8;N/A;146,058 hits;"8.0""";768x1024 pixels;1 GB RAM;;;N/A;;;;2013, January. Released 2013, June;Discontinued;202 x 154 x 9.5 mm (7.95 x 6.06 x 0.37 in);400 g (14.11 oz);;IPS LCD;8.0 inches, 198.2 cm(~63.7% screen-to-body ratio);768 x 1024 pixels, 4:3 ratio (~160 ppi density);Android 4.1 (Jelly Bean);;Dual-core 1.6 GHz;;microSDHC (dedicated slot);8GB 1GB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS;No;No;microUSB 2.0;;Li-Ion, non-removable;Black;;About 140 EUR;;;;;;No;No;;Up to 125 h;Up to 4 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_tab_7-5233.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-tab-7.jpg;alcatel One Touch Tab 7;Released 2013, May;350g, 9.5mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;11;N/A;374,557 hits;"7.0""";600x1024 pixels;1 GB RAM;Rockchip RK2928;3240 mAh Li-Ion;N/A;;;;2013, January. Released 2013, May;Discontinued;192.8 x 121 x 9.5 mm (7.59 x 4.76 x 0.37 in);350 g (12.35 oz);No;TFT;7.0 inches, 137.9 cm(~59.1% screen-to-body ratio);600 x 1024 pixels, 16:9 ratio (~170 ppi density);Android 4.1 (Jelly Bean);Rockchip RK2928;1.0 GHz Cortex-A9;;microSDHC (dedicated slot);4GB 1GB RAM;;VGA;;Yes;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;No;No;No;microUSB 2.0;;Li-ion 3240 mAh, non-removable;Black;;About 100 EUR;;;;;;No;No;;Up to 125 h;Up to 4 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_tab_7_hd-5232.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-tab-7-hd-new.jpg;alcatel One Touch Tab 7 HD;Released 2013, May;350g, 9.1mm thickness;Android 4.1;8GB storage, microSDHC;10;N/A;416,550 hits;"7.0""";800x1280 pixels;1 GB RAM;Rockchip 3066;3300 mAh Li-Ion;N/A;;;;2013, January. Released 2013, May;Discontinued;191 x 125 x 9.1 mm (7.52 x 4.92 x 0.36 in);350 g (12.35 oz);No;IPS LCD;7.0 inches, 142.1 cm(~59.5% screen-to-body ratio);800 x 1280 pixels, 16:10 ratio (~216 ppi density);Android 4.1 (Jelly Bean);Rockchip 3066;Dual-core 1.6 GHz Cortex-A9;;microSDHC (dedicated slot);8GB 1GB RAM;;2 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS;No;No;microUSB 2.0;;Li-Ion 3300 mAh, non-removable;Black;;About 110 EUR;;;;;;No;No;;Up to 125 h;Up to 4 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_idol_ultra-5231.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-idol-ultra.jpg;alcatel One Touch Idol Ultra;Released 2013, April;115g, 6.5mm thickness;Android 4.1;16GB storage, no card slot;55;N/A;1,876,472 hits;"4.65""";720x1280 pixels;1 GB RAM;MT6577;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/0.384 Mbps;2013, January. Released 2013, April;Discontinued;134.4 x 68.5 x 6.5 mm (5.29 x 2.70 x 0.26 in);115 g (4.06 oz);Micro-SIM;AMOLED;4.65 inches, 59.6 cm(~64.7% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~316 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.2 GHz Cortex-A9;PowerVR SGX531T;No;16GB 1GB RAM;;8 MP, AF;LED flash;1080p@30fps;1.3 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, non-removable;Black, Red, Yellow, Green, Turquoise;;About 270 EUR;;;Asahi Dragontrail Glass;;;;;;Up to 400 h (2G) / Up to 400 h (3G);Up to 12 h (2G) / Up to 7 h (3G);;;;0.76 W/kg (head)     1.37 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_idol-5230.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-idol.jpg;alcatel One Touch Idol;Released 2013, May;109g, 7.9mm thickness;Android 4.1;3GB/13GB storage, microSDHC;123;0.1%;2,704,872 hits;"4.66""";540x960 pixels;1 GB RAM;MT6577;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 900 / 2100;;HSPA 7.2/0.384 Mbps;2013, January. Released 2013, May;Discontinued;133 x 67.5 x 7.9 mm (5.24 x 2.66 x 0.31 in);109 g (3.84 oz);Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by);IPS LCD;4.66 inches, 59.9 cm(~66.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~236 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB / 13.3GB (dual SIM version), 1GB RAM;;8 MP, AF;LED flash;Yes;2 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, non-removable;Silver, Slate, Pink, Red, Yellow;6030A, 6030D;About 230 EUR;;;Asahi Dragontrail Glass;;;;;;Up to 415 h (2G) / Up to 410 h (3G);Up to 7 h 10 min (2G) / Up to 3 h 30 min (3G);;;;;
https://www.gsmarena.com/alcatel_one_touch_t_pop-5229.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-tpop.jpg;alcatel One Touch T'Pop;Released 2013, February;118g, 12.2mm thickness;Android 2.3;512MB 256MB RAM storage, microSDHC slot;13;N/A;690,733 hits;"3.5""";320x480 pixels;256 MB RAM;MT6575;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/0.384 Mbps;2013, January. Released 2013, February;Discontinued;115 x 62.3 x 12.2 mm (4.53 x 2.45 x 0.48 in);118 g (4.16 oz);Mini-SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~50.9% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 2.3 (Gingerbread);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);512MB 256MB RAM;;2 MP, EU, or 3.2 MP, Americas;;Yes;No;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Bluish Black, Pure White, Flash Red, Hot Pink, Turquoise, Apple Green, Tangerine;ONE TOUCH 4010X;About 100 EUR;;;;;;;;;;Up to 14 h (2G) / Up to 7 h (3G);;;;0.65 W/kg (head)     0.82 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_s_pop-5228.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-spop.jpg;alcatel One Touch S'Pop;Released 2013, February;122g, 12.2mm thickness;Android 4.1;4GB storage, microSDHC slot;23;N/A;766,563 hits;"3.5""";320x480 pixels;512 MB RAM;MT6575;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/0.384 Mbps;2013, January. Released 2013, February;Discontinued;115 x 61.2 x 12.2 mm (4.53 x 2.41 x 0.48 in);122 g (4.30 oz);Mini-SIM;TFT, 256K colors;3.5 inches, 36.5 cm(~51.8% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~165 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB (2GB user available), 512MB RAM;;3.15 MP;;Yes;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;;;About 100 EUR;;;;;;;;;Up to 254 h (2G) / Up to 350 h (3G);Up to 5 h (2G) / Up to 6 h (3G);;;;;
https://www.gsmarena.com/alcatel_one_touch_m_pop-5242.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-mpop.jpg;alcatel One Touch M'Pop;Released 2013, May;136.5g, 11.8mm thickness;Android 4.1;4GB 512MB RAM storage, microSDHC slot;45;N/A;1,151,389 hits;"4.0""";480x800 pixels;1 GB RAM;MT6575;1400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, January. Released 2013, May;Discontinued;121.5 x 64 x 11.8 mm (4.78 x 2.52 x 0.46 in);136.5 g (4.80 oz);Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by);TFT;4.0 inches, 45.5 cm(~58.6% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~233 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6575 (40 nm);1.0 GHz Cortex-A9;PowerVR SGX531;microSDHC (dedicated slot);4GB 512MB RAM, 4GB 1GB RAM (5020W);;5 MP, AF (OT-5020W only);;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Li-Ion 1400 mAh, removable;Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White;5020D, 5020E, 5020W;About 140 EUR;;;;;;;;;Up to 400 h (2G) / Up to 410 h (3G);Up to 13 h 30 min (2G) / Up to 13 h (3G);;;;1.04 W/kg (head)     1.31 W/kg (body);
https://www.gsmarena.com/alcatel_one_touch_x_pop-5227.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-xpop.jpg;alcatel One Touch X'Pop;Released 2013, May;139g, 10.9mm thickness;Android 4.1;4GB storage, microSDHC slot;43;N/A;862,678 hits;"4.5""";540x960 pixels;512 MB RAM;MT6577;1800 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 7.2/5.76 Mbps;2013, January. Released 2013, May;Discontinued;131 x 68 x 10.9 mm/ 11.3mm (NFC);139 g (4.90 oz);Mini-SIM;TFT;4.5 inches, 55.8 cm(~62.7% screen-to-body ratio);540 x 960 pixels, 16:9 ratio (~245 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6577 (40 nm);Dual-core 1.0 GHz Cortex-A9;PowerVR SGX531u;microSDHC (dedicated slot);4GB (1GB user available), 512MB RAM;;5 MP, AF;LED flash;720p@30fps;VGA;;Wi-Fi 802.11 b/g/n, hotspot;4.0, A2DP;GPS;Yes (OT-5035Y model only);Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 1800 mAh, removable;Black, Aubergine, Cherry Red, Ocean Blue, Slate, Hot Pink, Tangerine, Turquoise, Apple Green, Pure White;5035D, 5035E, 5035Y;About 150 EUR;;;Asahi Dragontrail Glass, oleophobic coating;;;;;;Up to 700 h (2G) / Up to 400 h (3G);Up to 16 h (2G) / Up to 8 h 30 min (3G);;;;;
https://www.gsmarena.com/alcatel_one_touch_scribe_hd_lte-5226.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-lte.jpg;alcatel One Touch Scribe HD-LTE;Released 2013, October;135g, 8.7mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;11;N/A;176,451 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;LTE (unspecified);HSPA 21.1/5.76 Mbps, LTE Cat3 100/50 Mbps;2013, January. Released 2013, October;Discontinued;144 x 75 x 8.7 mm (5.67 x 2.95 x 0.34 in);135 g (4.76 oz);Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~63.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;;8 MP, AF;LED flash;Yes;1.3 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Reddish Black;;About 350 EUR;;;Scratch-resistant glass;;;;;;Up to 500 h;Up to 11 h;;;;;
https://www.gsmarena.com/alcatel_one_touch_scribe_x-5225.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-x.jpg;alcatel One Touch Scribe X;Released 2013, March;8.5mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;17;N/A;221,309 hits;"5.0""";1080x1920 pixels;1 GB RAM;MT6589;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 42.2/5.76 Mbps;2013, January. Released 2013, March;Discontinued;144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in);-;Micro-SIM;TFT;5.0 inches, 68.9 cm(~63.8% screen-to-body ratio);1080 x 1920 pixels, 16:9 ratio (~441 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;;12 MP, AF;LED flash;1080p@30fps;1 MP;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;White Devil, Black Devil, Twilight Blue, Carpet, Anodized Bluish Black, Anodized Cranberry Pink, White Carbon, Black Carbon;;About 620 EUR;;;;;;;;;Up to 500 h (2G) / Up to 250 h (3G);Up to 9 h (2G) / Up to 5 h (3G);;;;;
https://www.gsmarena.com/alcatel_one_touch_scribe_hd-5218.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-scribe-hd.jpg;alcatel One Touch Scribe HD;Released 2013, October;135g, 8.5mm thickness;Android 4.1;4GB 1GB RAM storage, microSDHC slot;32;N/A;642,204 hits;"5.0""";720x1280 pixels;1 GB RAM;MT6589;2500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA 42.2/11.5 Mbps;2013, January. Released 2013, October;Discontinued;144 x 75 x 8.5 mm (5.67 x 2.95 x 0.33 in);135 g (4.76 oz);Micro-SIM;IPS LCD;5.0 inches, 68.9 cm(~63.8% screen-to-body ratio);720 x 1280 pixels, 16:9 ratio (~294 ppi density);Android 4.1 (Jelly Bean);Mediatek MT6589 (28 nm);Quad-core 1.2 GHz Cortex-A7;PowerVR SGX544;microSDHC (dedicated slot);4GB 1GB RAM;;8 MP, AF;LED flash;Yes;Yes;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot;4.0, A2DP;GPS;No;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 2500 mAh, removable;Pure White, Black, Flash Red, Flash Yellow;;About 220 EUR;;;Asahi Dragontrail Glass;;;;;;Up to 500 h (2G) / Up to 250 h (3G);Up to 9 h (2G) / Up to 5 h (3G);;;;0.29 W/kg (head)     0.95 W/kg (body);
https://www.gsmarena.com/alcatel_view-5159.php;https://fdn2.gsmarena.com/vv/bigpic/alcatel-ot-view.jpg;alcatel View;Cancelled;;Microsoft Windows Phone 7.8;4GB 512MB RAM storage, no card slot;16;N/A;153,338 hits;"4.0""";480x800 pixels;512 MB RAM;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;HSPA;;Cancelled;-;-;Yes;IPS LCD;4.0 inches, 45.5 cm;480 x 800 pixels, 5:3 ratio (~233 ppi density);Microsoft Windows Phone 7.8;;1.0 GHz;;No;4GB 512MB RAM;;5 MP, AF;LED flash;480p@30fps;Yes;;Wi-Fi 802.11 b/g;2.1, A2DP, EDR;GPS;No;No;microUSB 2.0;Accelerometer, proximity;Li-Ion 1500 mAh, removable;White, Black, Pink, Orange;;;;;;;;;;;;;;;;;
