Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;year;status;dimensions;weight;build;sim;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;batstandby1;battalktime1;displayother;featuresother;batmusicplayback1;bodyother;displayprotection;gprstext;edge;sar-eu;sar-us;optionalother
https://www.gsmarena.com/philips_s660-1712.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s660.gif;Philips S660;Released 2006, September;83g, 18mm thickness;Feature phone;128MB storage, no card slot;7;N/A;100,495 hits;"1.5""";128x128 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2006, September;Discontinued;101 x 43 x 18 mm (3.98 x 1.69 x 0.71 in);83 g (2.93 oz);;Mini-SIM;CSTN, 65K colors;1.5 inches, 7.3 cm(~16.7% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;128MB;;VGA;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 1000 mAh battery;Black;;;Up to 250 h;Up to 5 h;4-way navigation key;Predictive text inputMP3 playerOrganizerWorld clockLunar calendar;;;;Yes;No;;;
https://www.gsmarena.com/philips_180-1727.php;https://fdn2.gsmarena.com/vv/bigpic/philips-180.gif;Philips 180;Released 2006, September;76g, 16.4mm thickness;Feature phone;No card slot;6;N/A;75,060 hits;;96x64 pixels,  5 lines; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2006, September;Discontinued;105.2 x 44.7 x 16.4 mm (4.14 x 1.76 x 0.65 in);76 g (2.68 oz);;Mini-SIM;STN, monochrome graphics;;96 x 64 pixels,  5 lines, 3:2 ratio;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 750 mAh battery;Black;;;Up to 600 h;Up to 7 h;2-way navigation keys;Predictive text inputOrganizer;;;;No;No;;;
https://www.gsmarena.com/philips_xenium_9@9s-1697.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9s.gif;Philips Xenium 9@9s;Released 2006, September;102.5g, 20.9mm thickness;Feature phone;18MB storage, no card slot;7;N/A;92,088 hits;;128x160 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, September;Discontinued;92.8 x 48 x 20.9 mm (3.65 x 1.89 x 0.82 in);102.5 g (3.60 oz);;Mini-SIM;OLED, 256K colors;;128 x 160 pixels;;;;;No;18MB;;1.3 MP;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 950 mAh battery;Chrome Black, Silver Chrome;;;Up to 720 h;Up to 8 h 30 min;External OLED display (80 x 48 pixels);Predictive text inputOrganizerStopwatchWorld clockVoice memo (up to 30 min);;;;Class 10;No;;;TV Link (accessory)
https://www.gsmarena.com/philips_680-1612.php;https://fdn2.gsmarena.com/vv/bigpic/philips-680.gif;Philips 680;Cancelled;94g, 22mm thickness;Feature phone;32MB storage, miniSD slot;6;N/A;109,653 hits;;128x160 pixels; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, June;Cancelled;86.2 x 46.2 x 22 mm, 77 cc (3.39 x 1.82 x 0.87 in);94 g (3.32 oz);;Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;;;;miniSD;32MB;8 MB user accessible;1.3 MP;LED flash;Yes;No;;No;No;No;;No;miniUSB;;Removable Li-Ion 720 mAh battery;Black, Orange, Red;;;Up to 340 h;Up to 4.8 h;Second external CSTN display, 65K colors, 96 x 64 pixels;MP3/MP4 playerMP3 quick access hot keysBuilt-in dual speakersFlight modeOrganizerPC SyncPhoto editor;;;;Class 10;No;;;
https://www.gsmarena.com/philips_s900-1598.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s900.gif;Philips S900;Released 2006, June;94g, 13mm thickness;Feature phone;10MB storage, miniSD slot;11;N/A;227,483 hits;"2.2""";176x220 pixels; ;;;GSM 900 / 1800 / 1900;;;;2006, June;Discontinued;109 x 51 x 13 mm (4.29 x 2.01 x 0.51 in);94 g (3.32 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;2.2 inches, 15.2 cm(~27.4% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;miniSD;10MB;;2 MP;;Yes;No;;No;Yes;No;;No;Proprietary;;Removable Li-Ion battery;Silver;;;Up to 300 h;Up to 4 h;Screensavers and wallpapers;MP3/MP4 playerOrganizerVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_s880-1594.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s880.gif;Philips S880;Cancelled;80g, 20.5mm thickness;Feature phone;128MB storage, no card slot;7;N/A;79,276 hits;"1.7""";128x160 pixels,  7 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2006, June;Cancelled;87.5 x 43.5 x 20.5 mm (3.44 x 1.71 x 0.81 in);80 g (2.82 oz);;Mini-SIM;CSTN, 65K colors;1.7 inches, 27 x 33 mm, 9.1 cm(~23.9% screen-to-body ratio);128 x 160 pixels,  7 lines (~121 ppi density);;;;;No;128MB;;VGA;;SQCIF;No;;No;No;No;;No;1.1;;Removable Li-Ion 720 mAh battery;Silver Soul, Black Beat , Hot Pink;;;Up to 180 h;Up to 3 h;Second external CSTN display, 4096 colors (96 x 64 pixels)Screensavers and wallpapers;MP3 playerPredictive text inputOrganizer;;;;Class 10;No;;;
https://www.gsmarena.com/philips_598-1923.php;https://fdn2.gsmarena.com/vv/bigpic/philips-598.gif;Philips 598;Released 2007, March;82g, 20.2mm thickness;Feature phone;128MB storage, microSD slot;9;N/A;73,850 hits;"1.8""";176x220 pixels; ;;580 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2007, March;Discontinued;83 x 43.1 x 20.2 mm (3.27 x 1.70 x 0.80 in);82 g (2.89 oz);;Mini-SIM;TFT, 256K colors;1.8 inches, 28 x 35 mm, 10.2 cm(~28.5% screen-to-body ratio);176 x 220 pixels (~157 ppi density);;;;;microSD (dedicated slot);128MB;;1.3 MP;;QCIF;No;;No;Yes;No;;No;Proprietary;;Removable Li-Ion 580 mAh battery;Black Glamour;;;Up to 300 h;Up to 4 h;Second external OLED, monochrome display (64 x 64 pixels);Predictive text inputMP3 playerOrganizerFemale calendarWeight managementVoice memo;;;;Class 10;No;0.33 W/kg (head);0.51 W/kg (head);
https://www.gsmarena.com/philips_588-1559.php;https://fdn2.gsmarena.com/vv/bigpic/philips-588.gif;Philips 588;Released 2006, May;78g, 18.6mm thickness;Feature phone;128MB storage, no card slot;9;N/A;108,319 hits;;128x160 pixels; ;;580 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, May;Discontinued;80 x 42 x 18.6 mm, 60 cc (3.15 x 1.65 x 0.73 in);78 g (2.75 oz);;Mini-SIM;TFT, 65K colors;;128 x 160 pixels;;;;;No;128MB;;1.3 MP;;SQCIF;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 580 mAh battery;Elegant Purple, Reflective White, Mystery Black;;;Up to 300 h;Up to 5 h;;Predictive text inputMP3 playerOrganizerFemale calendarWeight managementVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9t-1542.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9t.gif;Philips Xenium 9@9t;Released 2006, April;85g, 17mm thickness;Feature phone;20MB storage, miniSD slot;8;N/A;151,213 hits;;128x160 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, April;Discontinued;108 x 46.5 x 17 mm, 82 cc (4.25 x 1.83 x 0.67 in);85 g (3.00 oz);;Mini-SIM;CSTN resistive touchscreen, 65K colors;;128 x 160 pixels;;;;;miniSD;20MB;;1.3 MP;;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 1100 mAh battery;Silver touch, Classic black;;;Up to 850 h;Up to 2 h 30 min;Handwriting recognition;Predictive text inputMP3 playerOrganizerWorld clockLunar calendarVoice memo (up to 30 min);;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9d-1521.php;https://fdn2.gsmarena.com/vv/bigpic/philips-289.gif;Philips Xenium 9@9d;Released 2006, March;96g, 18.5mm thickness;Feature phone;18MB storage, no card slot;8;N/A;161,844 hits;;128x160 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2006, March;Discontinued;108 x 45 x 18.5 mm, 80 cc (4.25 x 1.77 x 0.73 in);96 g (3.39 oz);;Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;;;;No;18MB;;1.3 MP;LED flash;Yes;No;;No;Yes;No;;No;1.1;;Removable Li-Ion 1100 mAh battery;Dazzling Silver, Luminous Black;;;Up to 850 h;Up to 8 h;;Predictive text inputOrganizerVoice appointment reminderWorld clockVoice memo (up to 30 min.);;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9a-1520.php;https://fdn2.gsmarena.com/vv/bigpic/philips-189.gif;Philips Xenium 9@9a;Released 2006, March;86g, 19.2mm thickness;Feature phone;2MB storage, no card slot;9;N/A;122,538 hits;"1.5""";128x128 pixels; ;;1200 mAh Li-Ion;GSM 900 / 1800;;;;2006, March;Discontinued;99.7 x 43.5 x 19.2 mm, 77 cc (3.93 x 1.71 x 0.76 in);86 g (3.03 oz);;Mini-SIM;OLED, 65K colors;1.5 inches, 27 x 27 mm, 7.3 cm(~16.7% screen-to-body ratio);128 x 128 pixels, 1:1 ratio (~121 ppi density);;;;;No;2MB;250 SMS storage capacity;No;;;;;No;No;No;;No;No;;Removable Li-Ion 1200 mAh battery;Silver, Black;;;Up to 1000 h;Up to 10 h;4-way navigation keyScreensaver, wallpaper;Predictive text inputOrganizerVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_s800-1404.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s800.gif;Philips S800;Released 2006, January;80g, 21mm thickness;Feature phone;128MB storage, no card slot;7;N/A;97,358 hits;"1.7""";128x160 pixels,  7 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2006, January;Discontinued;87 x 43 x 21 mm (3.43 x 1.69 x 0.83 in);80 g (2.82 oz);;Mini-SIM;CSTN, 65K colors;1.7 inches, 27 x 33 mm, 9.1 cm(~24.3% screen-to-body ratio);128 x 160 pixels,  7 lines (~121 ppi density);;;;;No;128MB;;VGA;;SQCIF;No;;No;No;No;;No;1.1;;Removable Li-Ion 720 mAh battery;Silver Soul, Black , Red Rythm;;;Up to 180 h;Up to 3 h;Second external CSTN display, 4096 colors (96 x 64 pixels)Screensavers and wallpapersDownloadable logos;MP3 playerPredictive text inputOrganizer;;;;Class 10;No;;;
https://www.gsmarena.com/philips_s220-1773.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s220.gif;Philips S220;Released 2006, October;80g, 18.5mm thickness;Feature phone;No card slot;4;N/A;74,676 hits;;128x128 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2006, October;Discontinued;101 x 43.5 x 18.5 mm, 75 cc (3.98 x 1.71 x 0.73 in);80 g (2.82 oz);;Mini-SIM;CSTN, 65K colors;;128 x 128 pixels, 1:1 ratio;;;;;No;;;No;;;;;No;No;No;;FM radio;No;;Removable Li-Ion 1000 mAh battery;Black, Silver;;;Up to 330 h;Up to 2 h 30 min;;Predictive text inputOrganizer;;;;No;No;;;
https://www.gsmarena.com/philips_s200-1491.php;https://fdn2.gsmarena.com/vv/bigpic/philips-s200.gif;Philips S200;Released 2006, January;85g, 18.1mm thickness;Feature phone;No card slot;9;N/A;67,635 hits;;96x64 pixels,  5 lines; ;;1000 mAh Li-Ion;GSM 900 / 1800;;;;2006, January;Discontinued;101 x 44 x 18.1 mm (3.98 x 1.73 x 0.71 in);85 g (3.00 oz);;Mini-SIM;STN, monochrome graphics;;96 x 64 pixels,  5 lines, 3:2 ratio;;;;;No;;;No;;;;;No;No;No;;No;No;;Removable Li-Ion 1000 mAh battery;Black;;;Up to 330 h;Up to 3 h;;Predictive text inputOrganizer;;;;No;No;;;
https://www.gsmarena.com/philips_768-1386.php;https://fdn2.gsmarena.com/vv/bigpic/philips-768.gif;Philips 768;Released 2005, Q4;85g, 18mm thickness;Feature phone;10MB storage, miniSD slot;8;N/A;157,557 hits;"1.9""";176x220 pixels; ;;950 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q4;Discontinued;101 x 44 x 18 mm, 70 cc (3.98 x 1.73 x 0.71 in);85 g (3.00 oz);;Mini-SIM;TFT, 256K colors;1.9 inches, 30 x 37 mm, 11.4 cm(~25.6% screen-to-body ratio);176 x 220 pixels (~148 ppi density);;;;;miniSD, up to 512MB;10MB;;1.3 MP;;CIF;No;;No;1.2;No;;No;1.1;;Removable Li-Ion 950 mAh battery;Silver Pebble;;;Up to 300 h;Up to 4 h;;MP3/AAC playerPredictive text inputVoice memoOrganizer;;;;Class 10;No;;;
https://www.gsmarena.com/philips_960-1230.php;https://fdn2.gsmarena.com/vv/bigpic/philips-960.gif;Philips 960;Released 2005, July;95g, 23mm thickness;Feature phone;32MB storage, SD/MMC slot;8;N/A;268,685 hits;;176x220 pixels; ;;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, July;Discontinued;95 x 47.5 x 23 mm, 90 cc (3.74 x 1.87 x 0.91 in);95 g (3.35 oz);;Mini-SIM;TFT, 256K colors;;176 x 220 pixels;;;;;SD/MMC;32MB;10 MB user memory;2 MP;LED flash;CIF;No;;No;1.2;No;;No;Proprietary;;Removable Li-Ion 1000 mAh battery;3 - Silver Sound, Titanium Tune, White Wide;;;Up to 270 h;Up to 4 h;Screensavers and wallpapersDownloadable logos;MP3 playerPredictive text inputOrganizerVoice memo/dial;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9e-1271.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9e.gif;Philips Xenium 9@9e;Released 2005, September;105g, 25.5mm thickness;Feature phone;20MB storage, no card slot;9;N/A;228,409 hits;;128x160 pixels,  7 lines; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, September;Discontinued;89.9 x 47 x 25.5 mm, 95 cc (3.54 x 1.85 x 1.00 in);105 g (3.70 oz);;Mini-SIM;UFB, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;20MB;;1.3 MP;LED flash;No;No;;No;No;No;;No;;;Removable Li-Ion 1100 mAh battery;Executive black, Elegant silver;;;Up to 850 h;Up to 8 h 30 min;Second external monochrome display (80 x 48 pixels)Downloadable logos;Predictive text inputVoice memo (up to 30 min.)OrganizerWorld clockVoice reminder;;;;Class 10;No;;;
https://www.gsmarena.com/philips_160-1272.php;https://fdn2.gsmarena.com/vv/bigpic/philips-160.gif;Philips 160;Released 2005, September;84g, 18.7mm thickness;Feature phone;4MB storage, no card slot;8;N/A;94,969 hits;;101x80 pixels, 5 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2005, September;Discontinued;103 x 47.5 x 18.7 mm, 89 cc (4.06 x 1.87 x 0.74 in);84 g (2.96 oz);;Mini-SIM;STN, monochrome graphics;;101 x 80 pixels, 5 lines;;;;;No;4MB;0.3 MB user memory;No;;;;;No;No;No;;No;;;Removable Li-Ion 720 mAh battery;2 - Smooth Blue, Soft Grey;;;Up to 400 h;Up to 6 h;Screensavers and wallpapers;CalculatorPredictive text input;;Dust resistant keypad;;;No;;;
https://www.gsmarena.com/philips_968-1229.php;https://fdn2.gsmarena.com/vv/bigpic/philips-968.gif;Philips 968;Released 2005, July;128g, 25mm thickness;Linux;40MB storage, SD slot;8;N/A;232,958 hits;;240x320 pixels; ;;1450 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, July;Discontinued;95 x 48.7 x 25 mm, 115 cc (3.74 x 1.92 x 0.98 in);128 g (4.52 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;;240 x 320 pixels, 4:3 ratio;Linux;;;;SD;40MB;;1.3 MP;LED flash;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 1450 mAh battery;Titanium Tempo, Black Bass;;;Up to 240 h;Up to 4 h;Swivel and rotate 90 degHandwriting recognitionScreensavers and wallpapersDownloadable logos;MP3/AAC+/MP4 playerPredictive text inputOrganizerLunar calendarVoice memo;;;;Class 10;No;;;
https://www.gsmarena.com/philips_362-1184.php;https://fdn2.gsmarena.com/vv/bigpic/philips-362.gif;Philips 362;Released 2005, Q2;83g, 18mm thickness;Feature phone;4MB storage, no card slot;9;N/A;162,838 hits;;128x160 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q2;Discontinued;100 x 45 x 18 mm, 75 cc (3.94 x 1.77 x 0.71 in);83 g (2.93 oz);;Mini-SIM;CSTN, 65K colors;;128 x 160 pixels;;;;;No;4MB;;VGA;LED flash;No;No;;No;No;No;;No;;;Removable Li-Ion 750 mAh battery;;;;Up to 400 h;Up to  6 h;Screensavers and wallpapers5-way joystickDownloadable pictures;Predictive text inputOrganizerTV-outVoice memoVoice command;;;;Class 10;No;;;
https://www.gsmarena.com/philips_868-1183.php;https://fdn2.gsmarena.com/vv/bigpic/philips-868.gif;Philips 868;Cancelled;110g, 26mm thickness;Feature phone;8MB storage, miniSD slot;8;N/A;127,045 hits;;128x160 pixels, 8 lines; ;;750 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q2;Cancelled;92 x 45 x 26 mm (3.62 x 1.77 x 1.02 in);110 g (3.88 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;;128 x 160 pixels, 8 lines;;;;;miniSD;8MB;;2 MP;LED flash;Yes;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 750 mAh battery;;;;Up to 150 h;Up to 5 h;Second external CSTN,65K colors display (96 x 64 pixels)Screensavers and wallpapersDownloadable logos;MP3 playerPredictive text inputOrganizer;;;;Class 10;No;;;
https://www.gsmarena.com/philips_766-1182.php;https://fdn2.gsmarena.com/vv/bigpic/philips-766.gif;Philips 766;Released 2005, Q2;102g, 22mm thickness;Feature phone;10MB storage, no card slot;8;N/A;114,625 hits;;128x160 pixels, 8 lines; ;;770 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q2;Discontinued;88 x 43 x 22 mm, 82 cc (3.46 x 1.69 x 0.87 in);102 g (3.60 oz);;Mini-SIM;TFT resistive touchscreen, 256K colors;;128 x 160 pixels, 8 lines;;;;;No;10MB;;1.3 MP;LED flash;Yes;No;;No;No;No;;No;miniUSB;;Removable Li-Ion 770 mAh battery;Brushed Titanium, Reflection White;;;Up to 150 h;Up to 2 h 30 min;Swivel and rotate 180 degSecond external CSTN display, 65K colors (96 x 64 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputOrganizerLunar Calendar;;;;Class 10;No;;;
https://www.gsmarena.com/philips_760-1017.php;https://fdn2.gsmarena.com/vv/bigpic/philips-760.gif;Philips 760;Released 2005, Q1;104g, 25mm thickness;Feature phone;18MB storage, no card slot;8;N/A;235,900 hits;;128x160 pixels, 8 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q1;Discontinued;91 x 44 x 25 mm, 92 cc (3.58 x 1.73 x 0.98 in);104 g (3.67 oz);;Mini-SIM;TFT, 65K colors;;128 x 160 pixels, 8 lines;;;;;No;18MB;;1.3 MP;LED flash;No;No;;No;No;No;;No;Proprietary;;Removable Li-Ion 720 mAh battery;2 - Swing Blue, Twist Grey;;;Up to 560 h;Up to 4 h 40 min;Swivel and rotate 180 degScreensavers and wallpapersDownloadable logos;TV-outPredictive text inputOrganizerStopwatchPhoto editorVoice memo/dial;;;;Class 10;No;;;
https://www.gsmarena.com/philips_568-916.php;https://fdn2.gsmarena.com/vv/bigpic/ph568.gif;Philips 568;Released 2004, Q4;87g, 18mm thickness;Feature phone;8MB storage, no card slot;9;N/A;178,699 hits;;128x160 pixels, 5 lines; ;;720 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q4;Discontinued;98 x 44 x 18 mm (3.86 x 1.73 x 0.71 in);87 g (3.07 oz);;Mini-SIM;STN, 65K colors;;128 x 160 pixels, 5 lines;;;;;No;8MB;3.2 MB free shared memory;VGA;;Yes;No;;No;No;No;;No;;;Removable Li-Ion 720 mAh battery;Deep Black and Arrow Silver;;;Up to 300 h;Up to 4 h;;Predictive text inputVoice memoOrganizer;;;;Yes;No;;;
https://www.gsmarena.com/philips_655-866.php;https://fdn2.gsmarena.com/vv/bigpic/philips-655.gif;Philips 655;Released 2004, Q3;85g, 24mm thickness;Feature phone;6MB storage, no card slot;8;N/A;231,024 hits;;128x160 pixels,  7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q3;Discontinued;85 x 45 x 24 mm, 75 cc (3.35 x 1.77 x 0.94 in);85 g (3.00 oz);;Mini-SIM;TFT, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;6MB;;VGA;;No;No;;No;No;No;;No;;;Removable Li-Ion 600 mAh battery;3 - Silver Ball, Black Sphere, Red Ballon;;;Up to 400 h;Up to 4 h;Second external monochrome display (80 x 48 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputOrganizerPhoto editorOptional TV-out;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@9i-1270.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@9i.gif;Philips Xenium 9@9i;Released 2005, Q1;104g, 25.3mm thickness;Feature phone;20MB storage, no card slot;10;N/A;105,818 hits;;128x160 pixels,  7 lines; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2005, Q1;Discontinued;89.7 x 46.5 x 25.3 mm, 95 cc (3.53 x 1.83 x 1.00 in);104 g (3.67 oz);;Mini-SIM;UFB, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;20MB;;1.3 MP;;No;No;;No;No;No;;No;;;Removable Li-Ion 1100 mAh battery;Executive Silver, Superior Titanium, Royal Blue;;;Up to 720 h;Up to 8 h 30 min;Second external monochrome display (80 x 48 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputVoice memo (up to 30 min.)OrganizerWorld clock;;;;Class 10;No;;;
https://www.gsmarena.com/philips_xenium_9@98-1180.php;https://fdn2.gsmarena.com/vv/bigpic/philips-9@98.gif;Philips Xenium 9@98;Released 2005, Q1;94g, 19.2mm thickness;Feature phone;8MB storage, no card slot;10;N/A;102,849 hits;;101x80 pixels, 5 lines; ;;1050 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q1;Discontinued;107 x 45 x 19.2 mm, 92 cc (4.21 x 1.77 x 0.76 in);94 g (3.32 oz);;Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels, 5 lines;;;;;No;8MB;4 MB user memory;No;;;;;No;No;No;;No;;;Removable Li-Ion 1050 mAh battery;Superior Silver, Power Silver;;;Up to 720 h;Up to 7 h;Screensavers and wallpapers;Predictive text inputCalculatorEuro ConverterLunar calendar;;;;;No;;;
https://www.gsmarena.com/philips_162-1064.php;https://fdn2.gsmarena.com/vv/bigpic/philips-162.gif;Philips 162;Released 2005, Q1;82g, 18.5mm thickness;Feature phone;4MB storage, no card slot;8;N/A;119,502 hits;;101x80 pixels, 5 lines; ;;720 mAh Li-Ion;GSM 900 / 1800;;;;2005, Q1;Discontinued;98 x 45 x 18.5 mm, 73 cc (3.86 x 1.77 x 0.73 in);82 g (2.89 oz);;Mini-SIM;CSTN, 4096 colors;;101 x 80 pixels, 5 lines;;;;;No;4MB;0.3 MB user memory;No;;;;;No;No;No;;No;;;Removable Li-Ion 720 mAh battery;4 - Silver Crystal, Red Ruby, Silver Quartz and Black Onyx;;;Up to 300 h;Up to 4 h;Screensavers and wallpapers;Predictive text inputCalculatorEuro Converter;;;;;No;;;
https://www.gsmarena.com/philips_650-803.php;https://fdn2.gsmarena.com/vv/bigpic/phxe650.gif;Philips 650;Released 2004, Q2;93g, 24.5mm thickness;Feature phone;7MB storage, no card slot;9;N/A;224,115 hits;;128x160 pixels,  7 lines; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q2;Discontinued;88 x 46 x 24.5 mm (3.46 x 1.81 x 0.96 in);93 g (3.28 oz);;Mini-SIM;STN, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;7MB;;No;;;;;No;No;No;;No;;;Removable Li-Ion 1100 mAh battery;3 - Executive Grey, Discerning Blue, White Bond;;;Up to 720 h;Up to 8 h 3 min;Second external monochrome display (80 x 48 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputOrganizerVoice memo/dialWorld clockOptional digital VGA camera and TV-out;;;;Class 10;No;;;
https://www.gsmarena.com/philips_859-868.php;https://fdn2.gsmarena.com/vv/bigpic/ph859.gif;Philips 859;Released 2004, Q3;94g, 23mm thickness;Feature phone;7MB storage, no card slot;8;N/A;124,464 hits;;128x160 pixels,  7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q3;Discontinued;88 x 46 x 23 mm, 77 cc (3.46 x 1.81 x 0.91 in);94 g (3.32 oz);;Mini-SIM;TFT, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;7MB;;VGA;;No;No;;No;No;No;;No;;;Removable Li-Ion 600 mAh battery;;;;Up to 400 h;Up to 4 h;180 deg opening positionSecond external CSTN display, 4096 colors (96 x 64 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputOrganizerVoice dial/commandOptional TV-out;;;;Class 10;No;;;
https://www.gsmarena.com/philips_855-642.php;https://fdn2.gsmarena.com/vv/bigpic/ph855.gif;Philips 855;Released 2004, Q2;91g, 25mm thickness;Feature phone;9MB storage, no card slot;8;N/A;203,281 hits;;128x160 pixels,  7 lines; ;;600 mAh Li-Ion;GSM 900 / 1800 / 1900;;;;2004, Q2;Discontinued;85 x 47 x 25 mm, 77 cc (3.35 x 1.85 x 0.98 in);91 g (3.21 oz);;Mini-SIM;TFT, 65K colors;;128 x 160 pixels,  7 lines;;;;;No;9MB;;VGA;;No;No;;No;No;No;;No;;;Removable Li-Ion 600 mAh battery;4 - Harmony Silver, Relaxing Blue, Sensorial Black and Natural White;;;Up to 400 h;Up to 4 h;180 deg opening positionSecond external display, 4096 colors (96 x 64 pixels)Screensavers and wallpapersDownloadable logos;Predictive text inputOrganizerVoice dial/commandOptional TV-out;;;;Class 10;No;;;
https://www.gsmarena.com/philips_759-684.php;https://fdn2.gsmarena.com/vv/bigpic/ph759.gif;Philips 759;Released 2004, Q1;89g, 18mm thickness;Feature phone;7MB storage, no card slot;10;N/A;220,131 hits;;128x160 pixels, 6 lines; ;;;GSM 900 / 1800 / 1900;;;;2004, Q1;Discontinued;98 x 44 x 18 mm (3.86 x 1.73 x 0.71 in);89 g (3.14 oz);;Mini-SIM;TFT resistive touchscreen, 65K colors;;128 x 160 pixels, 6 lines;;;;;No;7MB;;VGA;;No;No;;No;No;No;;No;;;Removable Li-Ion battery;Aero Silver, Orange Spray and Red Touch;;;Up to 250 h;Up to 5 h;;Predictive text inputVoice memo/commandOrganizer;;;;Yes;No;;;Image/sound album
