Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;speed;gprstext;edge;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;memoryslot;cam1modules;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;price;cpu;internalmemory;cam1features;cam1video;cam2modules;cam2video;models;displayother;chipset;gpu;cam2features;displayprotection;memoryother;optionalother;featuresother;tbench;batlife;net5g;sar-eu;batstandby1;battalktime1;batmusicplayback1;sar-us
https://www.gsmarena.com/huawei_y7_pro_(2019)-9500.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y7-pro-2019-.jpg;Huawei Y7 Pro (2019);Released 2019, January;168g, 8.1mm thickness;Android 8.1, EMUI 8.2;32GB/64GB/128GB storage, microSDXC;62;2.4%;2,434,918 hits;"6.26""";720x1520 pixels;3/4 GB RAM;Snapdragon 450;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2019, January;Available. Released 2019, January;158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in);168 g (5.93 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.26 inches, 97.8 cm(~80.0% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~269 ppi density);Android 8.1 (Oreo), EMUI 8.2;microSDXC (uses shared SIM slot);13 MP, f/1.8, PDAF2 MP, (depth);Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes (market dependent);FM radio;microUSB 2.0;Accelerometer, proximity, compass;Li-Ion 4000 mAh, non-removable;Black, Aurora;About 200 EUR;Octa-core 1.8 GHz Cortex-A53;32GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;16 MP;1080p@30fps;DUB-LX2, DUB-AL20, DUB-AL00, DUB-TL00;;Qualcomm SDM450 Snapdragon 450 (14 nm);Adreno 506;HDR;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_y5_lite_(2018)-9501.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y5-prime-2018-.jpg;Huawei Y5 lite (2018);Released 2018, December;142g, 8.3mm thickness;Android 8.1 Oreo, EMUI 8;16GB storage, microSDXC;20;1.4%;1,378,713 hits;"5.45""";720x1440 pixels;1 GB RAM;MT6739;3020 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 850 / 900 / 2100;1, 3, 5, 7, 8, 20, 40;HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps;;;2018, December;Available. Released 2018, December;146.5 x 70.9 x 8.3 mm (5.77 x 2.79 x 0.33 in);142 g (5.01 oz);Glass front, plastic back, plastic frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;LCD;5.45 inches, 76.7 cm(~73.8% screen-to-body ratio);720 x 1440 pixels, 18:9 ratio (~295 ppi density);Android 8.1 Oreo (Go edition), EMUI 8;microSDXC (dedicated slot);8 MP, f/2.0, PDAF;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;v4.2, A2DP, LE;GPS, GLONASS;No;FM radio;microUSB 2.0;Accelerometer, proximity;Li-Ion 3020 mAh, non-removable;Black, Blue;About 100 EUR;Quad-core 1.5 GHz Cortex-A53;16GB 1GB RAM;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2;;DRA-LX5;;Mediatek MT6739 (28 nm);PowerVR GE8100;LED flash;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_nova_4-9481.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-nova-4-.jpg;Huawei nova 4;Released 2018, December;172g, 7.8mm thickness;Android 9.0, EMUI 9;128GB storage, no card slot;289;0.8%;3,217,289 hits;"6.4""";1080x2310 pixels;6/8 GB RAM;Kirin 970;3750 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 6, 7, 8, 19, 34, 38, 39, 40, 41 - Asia;HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat16 1024/150 Mbps;;;2018, December;Available. Released 2018, December;157 x 75.1 x 7.8 mm (6.18 x 2.96 x 0.31 in);172 g (6.07 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.4 inches, 101.4 cm(~86.0% screen-to-body ratio);1080 x 2310 pixels (~398 ppi density);Android 9.0 (Pie), EMUI 9;No;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF or 20 MP, f/1.8, (wide), PDAF16 MP, f/2.2, 13mm (ultrawide)2 MP, f/2.4, (depth)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, EDR, LE, aptX HD;GPS, GLONASS, BDS;No;No;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Po 3750 mAh, non-removable;Aurora Blue, Red, White, Black;About 400 EUR;Octa-core (4x2.4 GHz Cortex-A73 & 4x1.8 GHz Cortex-A53);128GB 6GB RAM, 128GB 8GB RAM;LED flash, HDR, panorama;4K@30fps, 1080p@30fps, (gyro-EIS);25 MP, f/2.0;1080p@30fps, (gyro-EIS);VCE-AL00, VCE-TL00, VCE-L22;;Kirin 970 (10 nm);Mali-G72 MP12;HDR;;UFS 2.1;;;;;;;;;;
https://www.gsmarena.com/huawei_p_smart_2019-9409.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-p-smart-2019.jpg;Huawei P smart 2019;Released 2019, January 11;160g, 8mm thickness;Android 9.0, EMUI 9.1, Google Play Services;32GB/64GB storage, microSDXC;122;2.6%;3,211,905 hits;"6.21""";1080x2340 pixels;3 GB RAM;Kirin 710;3400 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, December 28;Available. Released 2019, January 11;155.2 x 73.4 x 8 mm (6.11 x 2.89 x 0.31 in);160 g (5.64 oz);Glass front, plastic back, plastic frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.21 inches, 94.7 cm(~83.1% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density);Android 9.0 (Pie), EMUI 9.1, Google Play Services;microSDXC (uses shared SIM slot);13 MP, f/1.8, PDAF2 MP, (depth);Wi-Fi 802.11 b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes (POT-LX1);FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;Li-Ion 3400 mAh, non-removable;Midnight Black, Aurora Blue, Sapphire Blue, Coral Red;About 200 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);32GB 3GB RAM, 64GB 3GB RAM;LED flash, HDR, panorama;1080p@30/60fps;16 MP or 8 MP, f/2.0;1080p@30fps;POT-LX1, POT-LX1AF, POT-LX2J, POT-LX1RUA, POT-LX3, POT-LX1A;;Kirin 710 (12 nm);Mali-G51 MP4;HDR;;eMMC 5.1;;;;;;0.83 W/kg (head);;;;
https://www.gsmarena.com/huawei_enjoy_9-9466.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-enjoy-9.jpg;Huawei Enjoy 9;Released 2018, December;168g, 8.1mm thickness;Android 8.1, EMUI 8.2;32GB/64GB storage, microSDXC;23;0.1%;549,120 hits;"6.26""";720x1520 pixels;3/4 GB RAM;Snapdragon 450;4000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 38, 39, 40, 41;HSPA, LTE-A;;;2018, December;Available. Released 2018, December;158.9 x 76.9 x 8.1 mm (6.26 x 3.03 x 0.32 in);168 g (5.93 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.26 inches, 97.8 cm(~80.0% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~269 ppi density);Android 8.1 (Oreo), EMUI 8.2;microSDXC (dedicated slot);13 MP, f/1.8, PDAF2 MP, f/2.4, (depth);Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE, aptX;GPS, GLONASS, BDS;No;No;microUSB 2.0, OTG;Accelerometer, proximity, compass;Li-Po 4000 mAh, non-removable;Black, Red, Aurora Blue, Aurora Purple;About 130 EUR;Octa-core 1.8 GHz Cortex-A53;32GB 3GB RAM, 64GB 4GB RAM;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;1080p@30fps;DUB-AL00, DUB-TL00, DUB-AL20, DUB-AL00a;;Qualcomm SDM450 Snapdragon 450 (14 nm);Adreno 506;HDR;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_watch_magic-9401.php;https://fdn2.gsmarena.com/vv/bigpic/honor-watch-magic.jpg;Huawei Watch Magic;Released 2018, November;32.5g, 9.8mm thickness;Proprietary OS;128MB 16MB RAM storage, no card slot;15;0.1%;316,371 hits;"1.2""";390x390 pixels;16 MB RAM;;178 mAh Li-Ion;N/A;;;No;No;No;2018, November;Available. Released 2018, November;42.8 x 42.8 x 9.8 mm (1.69 x 1.69 x 0.39 in);32.5 g (1.16 oz);Glass front, plastic back, stainless steel 316L frame;No;50m water resistant;OLED;1.2 inches;390 x 390 pixels (~326 ppi density);Proprietary OS;No;No;No;4.2, LE;GPS, GLONASS, GALILEO;Yes;No;No;Accelerometer, gyro, heart rate, barometer, compass;Li-Ion 178 mAh, non-removable;Lava Black, Moonlight Silver;About 150 EUR;;128MB 16MB RAM;;;;;;;;;;;;;;;;;;;;;
https://www.gsmarena.com/huawei_watch_gt-9395.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-watch-gt.jpg;Huawei Watch GT;Released 2018, November;46g, 10.6mm thickness;Proprietary OS;128MB 16MB RAM storage, no card slot;50;0.5%;698,811 hits;"1.39""";454x454 pixels;16 MB RAM;;420 mAh Li-Ion;N/A;;;No;No;No;2018, October;Available. Released 2018, November;46.5 x 46.5 x 10.6 mm (1.83 x 1.83 x 0.42 in);46 g (1.62 oz);Glass front, ceramic back, stainless steel frame;No;50m water resistantCompatible with standard 22mm straps;OLED;1.39 inches;454 x 454 pixels (~326 ppi density);Proprietary OS;No;No;No;4.2, LE, EDR;GPS, GLONASS, GALILEO;No;No;No;Accelerometer, gyro, heart rate, barometer, compass;Li-Ion 420 mAh, non-removable;Black Stainless Steel, Stainless Steel;About 200 EUR;;128MB 16MB RAM;;;;;FTN-B19;;;;;;;;;;;;;;;;
https://www.gsmarena.com/huawei_mate_20_rs_porsche_design-9368.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-rs-porsche-design-red.jpg;Huawei Mate 20 RS Porsche Design;Released 2018, December;187g, 9.7mm thickness;Android 9.0, EMUI 9.1;256GB/512GB storage, NM;141;0.2%;772,795 hits;"6.39""";1440x3120 pixels;8 GB RAM;Kirin 980;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40;HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps;;;2018, October;Available. Released 2018, December;157.8 x 72.3 x 9.7 mm (6.21 x 2.85 x 0.38 in);187 g (6.60 oz);Glass front (Gorilla Glass), leather/glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 2m for 30 min);OLED, HDR10;6.39 inches, 100.2 cm(~87.9% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density);Android 9.0 (Pie), EMUI 9.1;NM (Nano Memory), up to 256GB (uses shared SIM slot);"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct;5.0, A2DP, aptX HD, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 3.1, OTG;Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass;Li-Po 4200 mAh, non-removable;Black, Red (China only);About 1200 EUR;Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55);256GB 8GB RAM, 512GB 8GB RAM;Leica optics, dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µmTOF 3D, (depth/biometrics sensor)";1080p@30fps;LYA-L29, LYA-AL00P;;Kirin 980 (7 nm);Mali-G76 MP10;HDR;Corning Gorilla Glass (unspecified version);UFS 2.1;32-bit/384kHz audio;;;;;;;;;
https://www.gsmarena.com/huawei_mate_20_x-9369.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20x-.jpg;Huawei Mate 20 X;Released 2018, November;232g, 8.2mm thickness;Android 9.0, EMUI 9.1;128GB/256GB storage, NM;491;1.4%;2,823,450 hits;"7.2""";1080x2244 pixels;6/8 GB RAM;Kirin 980;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 34, 38, 39, 40;HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps;;;2018, October;Available. Released 2018, November;174.6 x 85.4 x 8.2 mm (6.87 x 3.36 x 0.32 in);232 g (8.18 oz);Glass front (Gorilla Glass), glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);IP53, dust and splash resistantStylus (optional);OLED, HDR10;7.2 inches, 130.7 cm(~87.6% screen-to-body ratio);1080 x 2244 pixels, 18.7:9 ratio (~346 ppi density);Android 9.0 (Pie), EMUI 9.1;NM (Nano Memory), up to 256GB (uses shared SIM slot);"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", AF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct;5.0, A2DP, aptX HD, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 3.1, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass;Li-Po 5000 mAh, non-removable;Midnight Blue, Phantom Silver;About 580 EUR;Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55);128GB 6GB RAM, 256GB 8GB RAM;Leica optics, dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";1080p@30fps;EVR-L29, EVR-AL00, EVR-TL00;;Kirin 980 (7 nm);Mali-G76 MP10;HDR;Corning Gorilla Glass (unspecified version);UFS 2.1;32-bit/384kHz audio;;AnTuTu: 304403 (v7), 370084 (v8)GeekBench: 10118 (v4.4), 2519 (v5.1)GFXBench: 29fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_mate_20_pro-9343.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-pro-1.jpg;Huawei Mate 20 Pro;Released 2018, October 31;189g, 8.6mm thickness;Android 9.0, EMUI 9.1;128GB/256GB storage, NM;979;6.4%;8,946,853 hits;"6.39""";1440x3120 pixels;6/8 GB RAM;Kirin 980;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40;HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps;;;2018, October 16;Available. Released 2018, October 31;157.8 x 72.3 x 8.6 mm (6.21 x 2.85 x 0.34 in);189 g (6.67 oz);Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP68 dust/water resistant (up to 2m for 30 min);OLED, HDR10;6.39 inches, 100.2 cm(~87.9% screen-to-body ratio);1440 x 3120 pixels, 19.5:9 ratio (~538 ppi density);Android 9.0 (Pie), EMUI 9.1;NM (Nano Memory), up to 256GB (uses shared SIM slot);"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom20 MP, f/2.2, 16mm (ultrawide), 1/2.7"", PDAF";Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct;5.0, A2DP, aptX HD, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;No;USB Type-C 3.1, OTG;Face ID, fingerprint (under display, optical), accelerometer, gyro, proximity, barometer, compass;Li-Po 4200 mAh, non-removable;Emerald Green, Midnight Blue, Twilight, Pink Gold, Black;About 800 EUR;Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;Leica optics, dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";1080p@30fps;LYA-L09, LYA-L29, LYA-AL00, LYA-AL10, LYA-TL00, LYA-L0C;;Kirin 980 (7 nm);Mali-G76 MP10;HDR;Corning Gorilla Glass 5;UFS 2.1;32-bit/384kHz audio;;AnTuTu: 273913 (v7), 391046 (v8)GeekBench: 9712 (v4.4)GFXBench: 17fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_mate_20-9367.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mate-20-.jpg;Huawei Mate 20;Released 2018, November;188g, 8.3mm thickness;Android 9.0, EMUI 9.1;64GB/128GB storage, NM;280;2.5%;3,293,356 hits;"6.53""";1080x2244 pixels;4/6 GB RAM;Kirin 980;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only);HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 7, 8, 9, 12, 17, 18, 19, 20, 26, 28, 32, 34, 38, 39, 40;HSPA 42.2/5.76 Mbps, LTE-A Cat21 1400/200 Mbps;;;2018, October;Available. Released 2018, November;158.2 x 77.2 x 8.3 mm (6.23 x 3.04 x 0.33 in);188 g (6.63 oz);Glass front, glass back, aluminum frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);IP53, dust and splash resistant;IPS LCD, HDR10;6.53 inches, 107.5 cm(~88.0% screen-to-body ratio);1080 x 2244 pixels, 18.7:9 ratio (~381 ppi density);Android 9.0 (Pie), EMUI 9.1;NM (Nano Memory), up to 256GB (uses shared SIM slot);"12 MP, f/1.8, 27mm (wide), 1/2.3"", PDAF, Laser AF8 MP, f/2.4, 54mm (telephoto), PDAF, 2x optical zoom16 MP, f/2.2, 17mm (ultrawide)";Wi-Fi 802.11 a/b/g/n/ac, dual-band, DLNA, Wi-Fi Direct;5.0, A2DP, aptX HD, LE;GPS (L1+L5), GLONASS (L1), BDS (B1), GALILEO (E1+E5a), QZSS (L1+L5);Yes;FM radio;USB Type-C 3.1, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, barometer, compass;Li-Po 4000 mAh, non-removable;Midnight Blue, Twilight, Black, Emerald Green, Pink Gold;About 460 EUR;Octa-core (2x2.6 GHz Cortex-A76 & 2x1.92 GHz Cortex-A76 & 4x1.8 GHz Cortex-A55);64GB 6GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;Leica optics, dual-LED dual-tone flash, panorama, HDR;4K@30fps, 1080p@60fps, 1080p@30fps (gyro-EIS), 720p@960fps;"24 MP, f/2.0, 26mm (wide), 1/2.8"", 0.9µm";1080p@30fps;HMA-L29, HMA-L09, HMA-LX9, HMA-AL00, HMA-TL00;;Kirin 980 (7 nm);Mali-G76 MP10;HDR;;UFS 2.1;32-bit/384kHz audio;;AnTuTu: 273913 (v7)GeekBench: 9793 (v4.4)GFXBench: 28fps (ES 3.1 onscreen);;;;;;;
https://www.gsmarena.com/huawei_mediapad_t5-9412.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-t5.jpg;Huawei MediaPad T5;Released 2018, September;460g, 7.8mm thickness;Android 8.0, EMUI 8;16GB/32GB/64GB storage, microSDXC;36;2.0%;1,319,182 hits;"10.1""";1920x1200 pixels;2-4 GB RAM;Kirin 659;5100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, August;Available. Released 2018, September;243 x 164 x 7.8 mm (9.57 x 6.46 x 0.31 in);460 g (1.01 lb);Glass front, aluminum back, aluminum frame;Nano-SIM;;IPS LCD;10.1 inches, 295.8 cm(~74.2% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~224 ppi density);Android 8.0 (Oreo), EMUI 8;microSDXC (dedicated slot);5 MP, f/2.4, AF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS (LTE model), GLONASS, BDS;No;No;microUSB 2.0;Accelerometer;Li-Po 5100 mAh, non-removable;Black, Champagne Gold;About 170 EUR;Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53);16GB 2GB RAM, 32GB 2GB RAM, 32GB 3GB RAM, 64GB 4GB RAM;;1080p@30fps;2 MP, f/2.4;;AGS2-W09, AGS2-W19, AGS2-L09;;Kirin 659 (16 nm);Mali-T830 MP2;;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_mediapad_m5_lite-9351.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-mediapad-m5-lite.jpg;Huawei MediaPad M5 lite;Released 2018, October;475g, 7.7mm thickness;Android 8.0, EMUI 8;32GB/64GB storage, microSDXC;50;0.5%;747,106 hits;"10.1""";1920x1200 pixels;3/4 GB RAM;Kirin 659;7500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 800 / 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 18, 19, 20, 26, 40, 41;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;;;2018, September;Available. Released 2018, October;243.4 x 162.2 x 7.7 mm (9.58 x 6.39 x 0.30 in);475 g (1.05 lb);Glass front, aluminum back, aluminum frame;Nano-SIM;Stylus support;IPS LCD;10.1 inches, 295.8 cm(~74.9% screen-to-body ratio);1920 x 1200 pixels, 16:10 ratio (~224 ppi density);Android 8.0 (Oreo), EMUI 8;microSDXC (dedicated slot);8 MP, AF;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0;Fingerprint (front-mounted), accelerometer, proximity, compass;Li-Po 7500 mAh, non-removable;Space Gray, Champagne Gold;About 200 EUR;Octa-core (4x2.36 GHz Cortex-A53 & 4x1.7 GHz Cortex-A53);32GB 3GB RAM, 64GB 4GB RAM;;1080p@30fps;8 MP;1080p@30fps;BAH2-L09, BAH2-W09, BAH2-W19;;Kirin 659 (16 nm);Mali-T830 MP2;;;eMMC 5.1;;;;;;;;;;
https://www.gsmarena.com/huawei_y9_(2019)-9324.php;https://fdn2.gsmarena.com/vv/bigpic/huawei-y9-2019-.jpg;Huawei Y9 (2019);Released 2018, October 01;173g, 8.1mm thickness;Android 8.1, EMUI 8.2;64GB/128GB storage, microSDXC;285;9.1%;8,231,961 hits;"6.5""";1080x2340 pixels;3-6 GB RAM;Kirin 710;4000 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20;HSPA, LTE-A;;;2018, October 01;Available. Released 2018, October 01;162.4 x 77.1 x 8.1 mm (6.39 x 3.04 x 0.32 in);173 g (6.10 oz);Glass front, plastic back, plastic frame;Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.5 inches, 103.7 cm(~82.8% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~396 ppi density);Android 8.1 (Oreo), EMUI 8.2;microSDXC (dedicated slot);13 MP, f/1.8, PDAF2 MP, f/2.4, (depth);Wi-Fi 802.11 а/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;Li-Ion 4000 mAh, non-removable;Midnight Black, Sapphire Blue, Aurora Purple;About 180 EUR;Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);64GB 3GB RAM, 64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;LED flash, HDR, panorama;1080p@30fps;16 MP, f/2.02 MP, f/2.4, depth sensor;1080p@30fps;JKM-LX1, JKM-LX2, JKM-LX3, JKM-AL00, JKM-TL00, JKM-AL00a, JKM-AL00b;;Kirin 710 (12 nm);Mali-G51 MP4;HDR;;eMMC 5.1;;;;;;;;;;
