Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;speed;year;status;dimensions;weight;sim;displaytype;displaysize;displayresolution;displayother;os;chipset;cpu;gpu;memoryslot;internalmemory;cam1modules;cam1features;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;radio;usb;sensors;featuresother;batdescription1;batstandby1;battalktime1;colors;sar-eu;gprstext;edge;price;optionalother;memoryother
https://www.gsmarena.com/o2_xda_neo-1522.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-neo.gif;O2 XDA Neo;Released 2006, February;150g, 18.4mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, SD/MMC slot;11;N/A;574,074 hits;"2.8""";240x320 pixels;64 MB RAM;TI OMAP 850;1200 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;2006, February;Discontinued;108.8 x 59.3 x 18.4 mm (4.28 x 2.33 x 0.72 in);150 g (5.29 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~37.6% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;TI OMAP 850;200 MHz ARM926EJ-S;;SD/MMC;64MB RAM, 128MB ROM;2 MP;;CIF;No;;Wi-Fi 802.11b/g;2.0;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1200 mAh battery;Up to 200 h;Up to 5 h;Stylish black;;Class 10;Class 10;About 300 EUR;;
https://www.gsmarena.com/o2_xda_atom-1372.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-atom.gif;O2 XDA Atom;Released 2005, November;140g, 18.5mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;13;N/A;1,202,164 hits;"2.7""";240x320 pixels;64 MB RAM;;1530 mAh Li-Po;GSM 900 / 1800 / 1900;;;2005, November;Discontinued;102 x 58 x 18.5 mm (4.02 x 2.28 x 0.73 in);140 g (4.94 oz);Mini-SIM;TFT resistive touchscreen, 256K colors (65K effective);2.7 inches, 22.6 cm(~38.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~148 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel PXA272 416 MHz;;miniSD;64MB RAM, 128MB ROM;2 MP;LED flash;Yes;No;;Wi-Fi 802.11b;1.2;No;FM radio;miniUSB;;Pocket OfficeMP3/AAC/AAC+/WMA/OGG/AMR playerWMV/MP4 player;Removable Li-Po 1530 mAh battery;Up to 150 h;Up to 5 h 30 min;Silver;;Class 10;Class 10;About 260 EUR;;
https://www.gsmarena.com/o2_xda_orion-1373.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-orion.gif;O2 XDA Orion;Released 2005, October;106g, 17.5mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, MiniSD slot;10;N/A;252,593 hits;"2.2""";240x320 pixels;64 MB RAM;TI OMAP 850;1150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2005, October;Discontinued;107.5 x 46 x 17.5 mm (4.23 x 1.81 x 0.69 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 34 x 45 mm, 15.0 cm(~30.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);5-way navigation button;Microsoft Windows Mobile 5.0 Smartphone;TI OMAP 850;200 MHz ARM926EJ-S;;MiniSD;64MB RAM, 64MB ROM;1.3 MP;;Yes;No;;Wi-Fi 802.11b;1.2;No;No;miniUSB;;MP3/AAC playerPredictive text inputOrganizerVoice memo;Removable Li-Po 1150 mAh battery;Up to 150 h;Up to 4 h;;;Class 10;Class 10;;;
https://www.gsmarena.com/o2_xda_exec-1279.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-exec.gif;O2 XDA Exec;Released 2005, August;285g, 25mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, SDIO/MMC slot;11;N/A;1,128,195 hits;"3.6""";640x480 pixels;64 MB RAM;;1620 mAh Li-Ion;GSM 900 / 1800 / 1900;UMTS 2100;Yes, 384 kbps;2005, August;Discontinued;127 x 81 x 25 mm (5.0 x 3.19 x 0.98 in);285 g (10.05 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.6 inches, 73 x 55 mm, 40.1 cm(~39.0% screen-to-body ratio);640 x 480 pixels, 4:3 ratio (~222 ppi density);Handwriting recognition;Microsoft Windows Mobile 5.0 PocketPC;;Intel Bulverde 520 MHz;;SDIO/MMC;64MB RAM, 128MB ROM;1.3 MP;;Yes;VGA videocall camera;;Wi-Fi 802.11b;1.2;No;No;miniUSB;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1620 mAh battery;Up to 250 h;Up to 8 h;Stylish black;;;;About 300 EUR;Dual speakers;
https://www.gsmarena.com/o2_xda_mini_s-1274.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xdamini-s.gif;O2 XDA mini S;Released 2005, Q3;160g, 23mm thickness;Microsoft Windows Mobile 5.0 PocketPC;64MB RAM storage, miniSD slot;12;N/A;842,211 hits;"2.8""";240x320 pixels;64 MB RAM;TI OMAP 850;1200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2005, Q3;Discontinued;108 x 58 x 23 mm (4.25 x 2.28 x 0.91 in);160 g (5.64 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~38.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;Microsoft Windows Mobile 5.0 PocketPC;TI OMAP 850;200 MHz ARM926EJ-S;;miniSD, up to 2 GB;64MB RAM, 128MB ROM;1.3 MP;LED flash;Yes;No;;Wi-Fi 802.11b/g;2.0;No;No;miniUSB;;Microsoft ActiveSyncPocket OfficeMP3/AAC playerPredictive text input;Removable Li-Po 1200 mAh battery;Up to 200 h;Up to 5 h;Silver;;Class 10;Yes;;;
https://www.gsmarena.com/o2_x2i-1350.php;https://fdn2.gsmarena.com/vv/bigpic/o2-x2i.gif;O2 X2i;Released 2005, Q4;95g, 22mm thickness;Feature phone;No card slot;7;N/A;152,338 hits;;128x128 pixels; ;;1100 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q4;Discontinued;89 x 44 x 22 mm (3.50 x 1.73 x 0.87 in);95 g (3.35 oz);Mini-SIM;TFT, 65K colors;;128 x 128 pixels, 1:1 ratio;Second external OLED display;;;;;No;;VGA;;No;No;;No;Yes;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 237 h;Up to 5 h;Black;;Class 10;No;;;
https://www.gsmarena.com/o2_x7-1275.php;https://fdn2.gsmarena.com/vv/bigpic/o2-x7.gif;O2 X7;Released 2005, September;83g, 21mm thickness;Feature phone;7MB storage, no card slot;8;N/A;172,481 hits;;128x160 pixels; ;;730 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, September;Discontinued;85 x 41 x 21 mm (3.35 x 1.61 x 0.83 in);83 g (2.93 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;Wallpapers;;;;;No;7MB;1.3 MP;LED flash;Yes;No;;No;No;No;No;;;Predictive text inputOrganizerStopwatch;Removable Li-Ion 730 mAh battery;Up to 170 h;Up to 4 h;Blue;;Class 10;No;;;
https://www.gsmarena.com/o2_xda_phone-1276.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xda-phone.gif;O2 XDA phone;Released 2005, September;105g, 17.5mm thickness;Microsoft Windows Mobile 5.0 Smartphone;64MB RAM storage, miniSD slot;8;N/A;204,045 hits;"2.2""";240x320 pixels;64 MB RAM;TI OMAP 850;1150 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2005, September;Discontinued;107 x 46 x 17.5 mm (4.21 x 1.81 x 0.69 in);105 g (3.70 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 33 x 45 mm, 15.0 cm(~30.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~182 ppi density);;Microsoft Windows Mobile 5.0 Smartphone;TI OMAP 850;200 MHz ARM926EJ-S;;miniSD;64MB RAM, 64MB ROM;1.3 MP;;Yes;No;;No;1.2;No;No;Proprietary;;Microsoft ActiveSyncMP3/AAC playerPredictive text input;Removable Li-Po 1150 mAh battery;Up to 250 h;Up to 5 h;Silver;;Class 10;No;;;
https://www.gsmarena.com/o2_xphone_iim-1179.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xphoneIIm.gif;O2 Xphone IIm;Released 2005, Q1;106g, 19mm thickness;Microsoft Smartphone 2003 SE;32MB storage, MiniSD slot;9;N/A;256,316 hits;"2.2""";176x220 pixels; ;TI OMAP 730;1050 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q1;Discontinued;107 x 47 x 19 mm (4.21 x 1.85 x 0.75 in);106 g (3.74 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 35 x 44 mm, 15.2 cm(~30.3% screen-to-body ratio);176 x 220 pixels (~128 ppi density);5-way navigation button3-color LED indicatorDownloadable logos;Microsoft Smartphone 2003 SE;TI OMAP 730;200 MHz ARM926EJ-S;;MiniSD;32MB;VGA;;Yes;No;;No;1.1;No;No;Proprietary;;MP3/AAC playerPredictive text inputOrganizer;Removable Li-Ion 1050 mAh battery;Up to 140 h;Up to 4 h;Stylish black and silver;;Class 10;No;;;
https://www.gsmarena.com/o2_x1b-1221.php;https://fdn2.gsmarena.com/vv/bigpic/o2-x1b.gif;O2 X1b;Released 2005, Q2;86g, 18mm thickness;Feature phone;16MB storage, no card slot;7;N/A;147,755 hits;;128x128 pixels; ;;780 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;102 x 44 x 18 mm (4.02 x 1.73 x 0.71 in);86 g (3.03 oz);Mini-SIM;TFT, 65K colors;;128 x 128 pixels, 1:1 ratio;5-way navigation key;;;;;No;16MB;CIF;;No;No;;No;Yes;No;No;;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 200 h;Up to 3 h;;;Yes;No;;;
https://www.gsmarena.com/o2_xm-1156.php;https://fdn2.gsmarena.com/vv/bigpic/o2-xm.gif;O2 XM;Released 2005, Q2;91g, 23.5mm thickness;Feature phone;13.8MB storage, MMC/SDIO slot;8;N/A;174,636 hits;;176x220 pixels; ;;760 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2005, Q2;Discontinued;89 x 47 x 23.5 mm (3.50 x 1.85 x 0.93 in);91 g (3.21 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;Second external color display;;;;;MMC/SDIO;13.8MB;1.3 MP;;Yes;No;;No;No;No;No;;;MP3 playerPredictive text input;Removable Li-Ion battery;Up to 200 h;Up to 4 h;;;Class 10;No;;;
https://www.gsmarena.com/o2_x4-1092.php;https://fdn2.gsmarena.com/vv/bigpic/o2x4.gif;O2 X4;Released 2004, Q4;116g, 24mm thickness;Feature phone;miniSD slot;8;N/A;184,947 hits;;176x220 pixels; ;;750 mAh Li-Ion;GSM 900 / 1800;UMTS 2100;Yes, 384 kbps;2004, Q4;Discontinued;89.9 x 45.1 x 24 mm (3.54 x 1.78 x 0.94 in);116 g (4.09 oz);Mini-SIM;TFT, 256K colors;;176 x 220 pixels;Second external 4096 colors displayDownloadable pictures;;;;;miniSD, 32 MB included;;1.3 MP;LED flash;Yes;No;;No;No;No;No;Proprietary;;MP3 playerPredictive text inputOrganizerStopwatch;Removable Li-Ion battery;Up to 180 h;Up to 3 h;;;;;;;
https://www.gsmarena.com/o2_xda_ii_mini-944.php;https://fdn2.gsmarena.com/vv/bigpic/o2xda2sm.gif;O2 XDA II mini;Released 2004, Q4;150g, 18mm thickness;Microsoft Windows Mobile 2003 SE PocketPC;64MB RAM storage, MMC/SDIO slot;9;N/A;1,100,020 hits;"2.8""";240x320 pixels;64 MB RAM;;1200 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q4;Discontinued;108 x 58 x 18 mm (4.25 x 2.28 x 0.71 in);150 g (5.29 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;2.8 inches, 42 x 57 mm, 24.3 cm(~38.8% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);Handwriting recognition;Microsoft Windows Mobile 2003 SE PocketPC;;Intel PXA272 416 MHz;;MMC/SDIO;64MB RAM, 64MB ROM;1.3 MP;;Yes;No;;No;Yes;No;No;Proprietary;;Pocket OfficeVoice memoMP3/AAC player;Removable Li-Ion 1200 mAh battery;Up to 180 h;Up to 5 h;Stylish black, silver;;Class 10;No;;;
https://www.gsmarena.com/o2_xda_iis-933.php;https://fdn2.gsmarena.com/vv/bigpic/o2xda2s.gif;O2 XDA IIs;Released 2004, Q4;210g, 19mm thickness;Microsoft Windows Mobile 2003 SE PocketPC;128MB RAM storage, MMC/SDIO slot;9;N/A;759,657 hits;"3.5""";240x320 pixels;128 MB RAM;;1490 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;;;2004, Q4;Discontinued;125 x 71 x 19 mm (4.92 x 2.80 x 0.75 in);210 g (7.41 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.5 inches, 53 x 71 mm, 37.9 cm(~42.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);Handwriting recognition;Microsoft Windows Mobile 2003 SE PocketPC;;Intel XScale PXA263 400 MHz;;MMC/SDIO;128MB RAM, 96MB ROM;VGA;;Yes;No;;Wi-Fi 802.11b;Yes;No;No;Proprietary;;Pocket OfficeMP3/MP4 playerVoice memo;Removable Li-Po 1490 mAh battery;Up to 168 h;Up to 4 h;;;Class 10;No;;;44 MB ROM available
https://www.gsmarena.com/o2_xda_iii-999.php;https://fdn2.gsmarena.com/vv/bigpic/o2xda2i.gif;O2 XDA IIi;Released 2004, Q4;190g, 19mm thickness;Microsoft Windows Mobile 2003 SE PocketPC;128MB RAM storage, MMC/SDIO slot;10;N/A;558,738 hits;"3.5""";240x320 pixels;128 MB RAM;;1200 mAh Li-Po;GSM 900 / 1800 / 1900;;;2004, Q4;Discontinued;130 x 70 x 19 mm (5.12 x 2.76 x 0.75 in);190 g (6.70 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.5 inches, 53 x 71 mm, 37.9 cm(~41.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);Handwriting recognition;Microsoft Windows Mobile 2003 SE PocketPC;;Intel Xscale PXA272 520 MHz;;MMC/SDIO;128MB RAM, 96MB ROM;1.3 MP;;Yes;No;;Wi-Fi 802.11b;Yes;No;No;Proprietary;;Pocket OfficeMP3/MP4 playerPDF, PPT viewerVoice memo;Removable Li-Po 1200 mAh battery;Up to 150 h;Up to 3 h 30 min;;;Class 10;No;;;44 MB ROM available
https://www.gsmarena.com/o2_xphone_ii-918.php;https://fdn2.gsmarena.com/vv/bigpic/o2xphone2.gif;O2 Xphone II;Released 2004, Q4;102g, 18mm thickness;Microsoft Smartphone 2003 SE OS;32MB storage, miniSD slot;9;N/A;382,889 hits;"2.2""";176x220 pixels; ;TI OMAP 730;700 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q4;Discontinued;107 x 44 x 18 mm (4.21 x 1.73 x 0.71 in);102 g (3.60 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 35 x 44 mm, 15.2 cm(~32.4% screen-to-body ratio);176 x 220 pixels (~128 ppi density);5-way navigation keyDownloadable pictures;Microsoft Smartphone 2003 SE OS;TI OMAP 730;200 MHz ARM926EJ-S;;miniSD, 64 MB included;32MB;VGA;;Yes;No;;No;Yes;No;No;Proprietary;;MP3/MP4 playerPredictive text inputOrganizer;Removable Li-Ion battery;Up to 140 h;Up to 4 h 30 min;;;Class 10;No;;;
https://www.gsmarena.com/o2_x3-761.php;https://fdn2.gsmarena.com/vv/bigpic/o2x3.gif;O2 X3;Released 2004,1 Q;96g, 26mm thickness;Feature phone;3MB storage, miniSD slot;11;N/A;362,037 hits;;128x160 pixels; ;;1240 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004,1 Q;Discontinued;81 x 42 x 26 mm (3.19 x 1.65 x 1.02 in);96 g (3.39 oz);Mini-SIM;TFT, 256K colors;;128 x 160 pixels;Second external 4096 colors displayDownloadable pictures;;;;;miniSD, 32 MB included;3MB;1.3 MP;LED flash;Yes;No;;No;No;No;No;Proprietary;;MP3/MP4 playerPredictive text inputOrganizerStopwatch;Removable Li-Ion battery;Up to 150 h;Up to 3 h;Silver;;Class 10;No;;;
https://www.gsmarena.com/o2_x2-760.php;https://fdn2.gsmarena.com/vv/bigpic/o2x2.gif;O2 X2;Released 2004,1 Q;89g, 21mm thickness;Feature phone;1MB storage, no card slot;7;N/A;192,654 hits;;128x128 pixels; ;;1240 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004,1 Q;Discontinued;81 x 44 x 21 mm (3.19 x 1.73 x 0.83 in);89 g (3.14 oz);Mini-SIM;TFT, 65K colors;;128 x 128 pixels, 1:1 ratio;Second external OLED display;;;;;No;1MB;VGA;;No;No;;No;No;No;No;Proprietary;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 170 h;Up to 3 h 30 min;Silver;;Class 10;No;;;
https://www.gsmarena.com/o2_x1i-941.php;https://fdn2.gsmarena.com/vv/bigpic/o2x1i.gif;O2 X1i;Released 2004, Q3;86g, 18mm thickness;Feature phone;No card slot;7;N/A;138,702 hits;;128x128 pixels; ;;820 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2004, Q3;Discontinued;102 x 45 x 18 mm (4.02 x 1.77 x 0.71 in);86 g (3.03 oz);Mini-SIM;TFT, 65K colors;;128 x 128 pixels, 1:1 ratio;5-way navigation key;;;;;No;;CIF;;No;No;;No;No;No;No;;;Predictive text inputOrganizer;Removable Li-Ion battery;Up to 235 h;Up to 3 h;Silver;;Class 10;No;;;
https://www.gsmarena.com/o2_xda_ii-697.php;https://fdn2.gsmarena.com/vv/bigpic/o2xda2.gif;O2 XDA II;Released 2003;190g, 19mm thickness;Microsoft Windows Mobile 2003 for…;128MB RAM storage, MMC/SD slot;20;N/A;732,830 hits;"3.5""";240x320 pixels;128 MB RAM;;1200 mAh Li-Po;GSM 900 / 1800 / 1900;;;2003;Discontinued;130 x 70 x 19 mm (5.12 x 2.76 x 0.75 in);190 g (6.70 oz);Mini-SIM;TFT resistive touchscreen, 65K colors;3.5 inches, 53 x 71 mm, 37.9 cm(~41.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);;Microsoft Windows Mobile 2003 for PocketPC Phone Edition;;Intel Strong PXA263 400 MHz;;MMC/SD;128MB RAM, 64MB ROM;VGA;;No;No;;No;Yes;No;No;Proprietary;;Pocket OfficeMP3/MP4 playerVoice memo;Removable Li-Po 1200 mAh battery;Up to 150 h;Up to 3 h 30 min;;;Class 10;No;;;
https://www.gsmarena.com/o2_xphone-698.php;https://fdn2.gsmarena.com/vv/bigpic/o2xphone.gif;O2 Xphone;Released 2003;130g, 24mm thickness;Microsoft Smartphone 2003;64MB RAM storage, MMC/SD slot;10;N/A;212,367 hits;"2.2""";176x220 pixels;64 MB RAM;TI OMAP 710;1000 mAh Li-Ion;GSM 900 / 1800 / 1900;;;2003;Discontinued;120 x 50 x 24 mm (4.72 x 1.97 x 0.94 in);130 g (4.59 oz);Mini-SIM;TFT, 65K colors;2.2 inches, 35 x 44 mm, 15.2 cm(~25.4% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;Microsoft Smartphone 2003;TI OMAP 710;133 MHz  ARM925;;MMC/SD;64MB RAM, 32MB ROM;VGA;;No;No;;No;Yes;No;No;Proprietary;;Pocket applications(Outlook, IE, MSN, ActiveSync)MP3/MP4 playerVoice memo;Removable Li-Ion 1000 mAh battery;Up to 90 h;Up to 3 h;;;Class 8;No;;;
https://www.gsmarena.com/o2_xda-696.php;https://fdn2.gsmarena.com/vv/bigpic/o2xda.gif;O2 XDA;Released 2003;201g, 18mm thickness;Microsoft Windows PocketPC;64MB RAM storage, MMC/SD slot;9;N/A;261,169 hits;"3.5""";240x320 pixels;64 MB RAM;;;GSM 900 / 1800;;;2003;Discontinued;129 x 73 x 18 mm (5.08 x 2.87 x 0.71 in);201 g (7.09 oz);Mini-SIM;TFT resistive touchscreen, 4096 colors;3.5 inches, 53 x 71 mm, 37.9 cm(~40.3% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~114 ppi density);;Microsoft Windows PocketPC;;Intel Strong PXA263 400 MHz;;MMC/SD;64MB RAM, 32MB ROM;No;;;;;No;No;No;No;Proprietary;;Pocket OfficeMedia playerVoice memo;Removable Li-Po battery;Up to 150 h;Up to 3 h 30 min;;;Class 8;No;;;
