Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;net5g;speed;year;status;dimensions;weight;build;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1features;cam1video;cam2modules;cam2features;cam2video;optionalother;wlan;bluetooth;gps;nfc;radio;usb;sensors;featuresother;batdescription1;colors;models;price;displayprotection;tbench;batlife;gprstext;edge;displayother;sar-eu;sar-us;batstandby1;battalktime1
https://www.gsmarena.com/honor_20e-10191.php;https://fdn2.gsmarena.com/vv/bigpic/honor-20e.jpg;Honor 20e;Released 2020, April 27;164g, 8mm thickness;Android 9.0, EMUI 9.1, Google Play Services;64GB storage, microSDXC;11;0.1%;183,734 hits;"6.21""";1080x2340 pixels;6 GB RAM;Kirin 710F;3400 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2 (Dual SIM model only);HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 300/50 Mbps;2020, April 16;Available. Released 2020, April 27;154.8 x 73.6 x 8 mm (6.09 x 2.90 x 0.31 in);164 g (5.78 oz);Glass front, plastic back, plastic frame;Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.21 inches, 94.7 cm(~83.1% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~415 ppi density);Android 9.0 (Pie), EMUI 9.1, Google Play Services;Kirin 710F (12 nm);Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Mali-G51 MP4;microSDXC (uses shared SIM slot);64GB 4GB RAM;eMMC 5.1;24 MP, f/1.8, PDAF8 MP, f/2.4, 120˚ (ultrawide)2 MP, f/2.4, (depth);LED flash, HDR, panorama;1080p@30/60fps;8 MP, f/2.0, (wide);HDR;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS;Yes;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 3400 mAh, non-removable;Midnight Black, Phantom Blue;;About 180 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_play_4t_pro-10168.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play-4t-pro.jpg;Honor Play 4T Pro;Released 2020, April 09;165g, 7.8mm thickness;Android 10, Magic UI 2;128GB storage, NM;42;0.1%;212,999 hits;"6.3""";1080x2400 pixels;6/8 GB RAM;Kirin 810;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;;HSPA, LTE-A;2020, April 09;Available. Released 2020, April 09;157.4 x 73.2 x 7.8 mm (6.20 x 2.88 x 0.31 in);165 g (5.82 oz);;Dual SIM (Nano-SIM, dual stand-by);;OLED;6.3 inches, 95.8 cm(~83.2% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~418 ppi density);Android 10, Magic UI 2, no Google Play Services;Kirin 810 (7 nm);Octa-core (2x2.27 GHz Cortex-A76 & 6x1.88 GHz Cortex-A55);Mali-G52 MP6;NM (Nano Memory), up to 256GB (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM;UFS 2.1;"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, 17mm (ultrawide)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;4K@30fps, 1080p@30fps;16 MP, f/2.0, (wide);HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, proximity, compass;;Li-Po 4000 mAh, non-removable;Black, Blue, Green;AQM-AL10, AQM-TL10;About 200 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_play_4t-10167.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play-4t.jpg;Honor Play 4T;Released 2020, April 14;176g, 8.1mm thickness;Android 10, Magic UI 3;128GB storage, microSDXC;16;0.1%;137,149 hits;"6.39""";720x1560 pixels;6 GB RAM;Kirin 710A;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;;HSPA, LTE-A;2020, April 09;Available. Released 2020, April 14;159.8 x 76.1 x 8.1 mm (6.29 x 3.00 x 0.32 in);176 g (6.21 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.39 inches, 100.2 cm(~82.4% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~269 ppi density);Android 10, Magic UI 3, no Google Play Services;Kirin 710A (14 nm);Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Mali-G51 MP4;microSDXC (uses shared SIM slot);128GB 6GB RAM;;"48 MP, f/1.8, (wide), 1/2.0"", 0.8µm, PDAF2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;8 MP, (wide);HDR;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;No;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity, compass;;Li-Po 4000 mAh, non-removable;Black, Blue, Green;AKA-AL10, AKA-TL10;About 160 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_8a_2020-10182.php;https://fdn2.gsmarena.com/vv/bigpic/honor-8a-2020-uk.jpg;Honor 8A 2020;Released 2020, April 15;150g, 8.2mm thickness;Android 9.0, EMUI 9;64GB storage, microSDXC;17;0.2%;191,712 hits;"6.09""";720x1560 pixels;3 GB RAM;Helio P35;3020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps;2020, April 10;Available. Released 2020, April 15;156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in);150 g (5.29 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.09 inches, 91.0 cm(~79.2% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Android 9.0 (Pie), EMUI 9;Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, PDAF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;HDR;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, GALILEO, BDS;Yes;FM radio;USB Type-C 2.0, OTG;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 3020 mAh, non-removable;Black, Blue;;About 150 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_8a_prime-10163.php;https://fdn2.gsmarena.com/vv/bigpic/honor-8a-prime.jpg;Honor 8A Prime;Released 2020, March 30;150g, 8.2mm thickness;Android 9.0, EMUI 9;64GB storage, microSDXC;9;N/A;79,349 hits;"6.09""";720x1560 pixels;3 GB RAM;Helio P35;3020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 7, 8, 20;;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps;2020, March 30;Available. Released 2020, March 30;156.3 x 73.5 x 8.2 mm (6.15 x 2.89 x 0.32 in);150 g (5.29 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.09 inches, 91.0 cm(~79.2% screen-to-body ratio);720 x 1560 pixels, 19.5:9 ratio (~282 ppi density);Android 9.0 (Pie), EMUI 9;Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, PDAF;LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0;HDR;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;Yes;FM radio;microUSB 2.0;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 3020 mAh, non-removable;Black, Blue, Green;JAT-LX1;About 110 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_30s-10162.php;https://fdn2.gsmarena.com/vv/bigpic/honor-30s.jpg;Honor 30S;Released 2020, April 07;190g, 8.6mm thickness;Android 10, Magic UI 3;128GB/256GB storage, NM;40;0.1%;244,950 hits;"6.5""";1080x2400 pixels;6/8 GB RAM;Kirin 820 5G;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 6, 8, 18, 19, 26, 34, 38, 39, 40, 41;1, 3, 41, 78, 79 SA/NSA;HSPA, LTE-A, 5G;2020, March 30;Available. Released 2020, April 07;162.3 x 75 x 8.6 mm (6.39 x 2.95 x 0.34 in);190 g (6.70 oz);Glass front (Aluminosilicate glass), glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD, HDR10;6.5 inches, 102.0 cm(~83.8% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~405 ppi density);Android 10, Magic UI 3, no Google Play Services;Kirin 820 5G (7nm);Octa-core (1x2.36 GHz Cortex-A76 & 3x2.22 GHz Cortex-A76 & 4x1.84 GHz Cortex-A55);Mali-G57 6;NM (Nano Memory), up to 256GB (uses shared SIM slot);128GB 6GB RAM, 128GB 8GB RAM, 256GB 8GB RAM;UFS 2.1;"64 MP, f/1.8, 26mm (wide), 1/1.73"", 0.8µm, PDAF8 MP, f/2.4, 80mm (telephoto), AF, 3x optical zoom8 MP, f/2.4, 17mm (ultrawide)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@960fps, gyro-EIS;16 MP, f/2.0, (wide);HDR;1080p@30fps;32-bit/192kHz audio;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS, GLONASS, BDS;No;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4000 mAh, non-removable;Black, Blue, Green, Gradient, Butterfly Feather Red;CDY-AN90, CDY-AN95;About 310 EUR;Aluminosilicate glass;;;;;;;;;
https://www.gsmarena.com/honor_play_9a-10155.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play-9a-r.jpg;Honor Play 9A;Released 2020, April 03;185g, 9mm thickness;Android 10, Magic UI 3.0;64GB/128GB storage, microSDXC;11;0.1%;147,760 hits;"6.3""";720x1600 pixels;4 GB RAM;Helio P35;5000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 34, 38, 39, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A Cat4 150/50 Mbps;2020, March 30;Available. Released 2020, April 03;159.1 x 74.1 x 9 mm (6.26 x 2.92 x 0.35 in);185 g (6.53 oz);Glass front, plastic back, plastic frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.3 inches, 95.8 cm(~81.3% screen-to-body ratio);720 x 1600 pixels, 20:9 ratio (~278 ppi density);Android 10, Magic UI 3.0, no Google Play Services;Mediatek MT6765 Helio P35 (12nm);Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);64GB 4GB RAM, 128GB 4GB RAM;eMMC 5.1;13 MP, f/1.8, (wide), PDAF2 MP, (depth);LED flash, HDR, panorama;1080p@30fps;8 MP, f/2.0, (wide);HDR;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Fingerprint (rear-mounted), accelerometer, proximity;;Li-Po 5000 mAh, non-removable;Blue Water Emerald, Jasper Green, Dark Night Black;MOA-AL00, MOA-TL00, MED-AL20, MOA-AL20;About 120 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_view30_pro-10099.php;https://fdn2.gsmarena.com/vv/bigpic/honor-view30-pro.jpg;Honor View30 Pro;Released 2020, April 27;206g, 8.8mm thickness;Android 10, Magic UI 3;128GB/256GB storage, no card slot;44;N/A;202,707 hits;"6.57""";1080x2400 pixels;8 GB RAM;Kirin 990 5G;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;1, 3, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G (2+ Gbps DL);2020, February 24;Available. Released 2020, April 27;162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in);206 g (7.27 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.7 cm(~84.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~400 ppi density);Android 10, Magic UI 3, no Google Play Services;Kirin 990 5G (7 nm+);Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);Mali-G76 MP16;No;128GB 8GB RAM, 256GB 8GB RAM;UFS 3.0;"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom12 MP, f/2.2, 16mm (ultrawide), 1.4µm, AF";LED flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm8 MP, f/2.2, 17mm (ultrawide)";HDR;4K@30fps, 1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4100 mAh, non-removable;Ocean Blue, Midnight Black, Icelandic frost, Sunrise Orange;;;Yes;;;;;;;;;
https://www.gsmarena.com/honor_view30-10101.php;https://fdn2.gsmarena.com/vv/bigpic/honor-view30.jpg;Honor View30;Released 2020, April 27;213g, 8.9mm thickness;Android 10, Magic UI 3;128GB storage, no card slot;18;0.1%;116,045 hits;"6.57""";1080x2400 pixels;6/8 GB RAM;Kirin 990;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;1, 3, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G (2+ Gbps DL);2020, February 24;Available. Released 2020, April 27;162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in);213 g (7.51 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.2 cm(~84.5% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~401 ppi density);Android 10, Magic UI 3, no Google Play Services;Kirin 990 (7 nm);Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55);Mali-G76 MP16;No;128GB 6GB RAM, 128GB 8GB RAM;UFS 3.0;"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom8 MP, f/2.4, 16mm (ultrawide)";LED flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm8 MP, f/2.2, 17mm (ultrawide)";HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4200 mAh, non-removable;Ocean Blue, Midnight Black, Icelandic Frost, Sunrise Orange;;;Yes;;;;;;;;;
https://www.gsmarena.com/honor_v30_pro-9976.php;https://fdn2.gsmarena.com/vv/bigpic/honor-v30-pro.jpg;Honor V30 Pro;Released 2019, December;206g, 8.8mm thickness;Android 10, Magic UI 3;128GB/256GB storage, no card slot;101;0.1%;654,974 hits;"6.57""";1080x2400 pixels;8 GB RAM;Kirin 990 5G;4100 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;1, 3, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G (2+ Gbps DL);2019, November;Available. Released 2019, December;162.7 x 75.8 x 8.8 mm (6.41 x 2.98 x 0.35 in);206 g (7.27 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.7 cm(~84.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~400 ppi density);Android 10, Magic UI 3, no Google Play Services;Kirin 990 5G (7 nm+);Octa-core (2x2.86 GHz Cortex-A76 & 2x2.36 GHz Cortex-A76 & 4x1.95 GHz Cortex-A55);Mali-G76 MP16;No;128GB 8GB RAM, 256GB 8GB RAM;UFS 3.0;"40 MP, f/1.6, 27mm (wide), 1/1.7"", PDAF, Laser AF, OIS8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom12 MP, f/2.2, 16mm (ultrawide), 1.4µm, AF";LED flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm8 MP, f/2.2, 17mm (ultrawide)";HDR;4K@30fps, 1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4100 mAh, non-removable;Ocean Blue, Galaxy Black, Icelandic frost;OXF-AN10;About 500 EUR;Yes;AnTuTu: 381241 (v7), 500571 (v8)GeekBench: 12824 (v4.4), 3204 (v5.1)GFXBench: 35fps (ES 3.1 onscreen);;;;;;;;
https://www.gsmarena.com/honor_v30-9977.php;https://fdn2.gsmarena.com/vv/bigpic/honor-v30.jpg;Honor V30;Released 2019, December;213g, 8.9mm thickness;Android 10, Magic UI 3;128GB storage, no card slot;53;0.1%;347,490 hits;"6.57""";1080x2400 pixels;6/8 GB RAM;Kirin 990;4200 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100;1, 2, 3, 4, 5, 7, 8, 12, 17, 18, 19, 26, 34, 38, 39, 40, 41;1, 3, 41, 77, 78, 79 SA/NSA;HSPA, LTE-A, 5G (2+ Gbps DL);2019, November;Available. Released 2019, December;162.7 x 75.8 x 8.9 mm (6.41 x 2.98 x 0.35 in);213 g (7.51 oz);Glass front, glass back, aluminum frame;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.57 inches, 104.7 cm(~84.9% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~400 ppi density);Android 10, Magic UI 3;Kirin 990 (7 nm);Octa-core (2x2.86 GHz Cortex-A76 & 2x2.09 GHz Cortex-A76 & 4x1.86 GHz Cortex-A55);Mali-G76 MP16;No;128GB 6GB RAM, 128GB 8GB RAM;UFS 3.0;"40 MP, f/1.8, 27mm (wide), 1/1.7"", PDAF, Laser AF8 MP, f/2.4, 80mm (telephoto), 1/4.0"", PDAF, OIS, 3x optical zoom8 MP, f/2.4, 16mm (ultrawide)";LED flash, HDR, panorama;4K@30fps, 1080p@30fps, 720p@960fps, (gyro-EIS);"32 MP, f/2.0, 26mm (wide), 1/2.8"", 0.8µm8 MP, f/2.2, 17mm (ultrawide)";HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.1, A2DP, LE;GPS (L1+L5), GLONASS, BDS, GALILEO, QZSS;Yes;No;USB Type-C 2.0, OTG;Fingerprint (side-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4200 mAh, non-removable;Ocean Blue, Galaxy Black, Icelandic frost, Sunrise Orange;OXF-AN00;About 430 EUR;Yes;;;;;;;;;
https://www.gsmarena.com/honor_magicwatch_2-9974.php;https://fdn2.gsmarena.com/vv/bigpic/honor-magic-watch2-.jpg;Honor MagicWatch 2;Released 2019, December;41g, 10.7mm thickness;Proprietary OS;4GB storage, no card slot;29;0.2%;310,663 hits;"1.39""";454x454 pixels; ;;455 mAh Li-Ion;N/A;N/A;N/A;;No;2019, November;Available. Released 2019, December;45.9 x 45.9 x 10.7 mm (1.81 x 1.81 x 0.42 in);41 g (1.45 oz);Glass front, ceramic back, stainless steel frame;No;50m water resistant;OLED;1.39 inches;454 x 454 pixels (~326 ppi density);Proprietary OS;;;;No;4GB;;No;;;;;;Only 46mm series support Bluetooth calling;No;5.1, LE, EDR;GPS, GLONASS, GALILEO;No;No;No;Accelerometer, gyro, heart rate, barometer, compass;;Li-Ion 455 mAh, non-removable;Charcoal Black, Flax Brown, Agate Black, Sarkura Gold;HEB-B19, MNS-B19;About 180 EUR;;;;No;No;;;;;
https://www.gsmarena.com/honor_9x-9931.php;https://fdn2.gsmarena.com/vv/bigpic/honor-9x-global-new.jpg;Honor 9X;Released 2019, November 14;196.8g, 8.8mm thickness;Android 9.0, EMUI 9.1;64GB/128GB storage, microSDXC;106;0.9%;1,667,910 hits;"6.59""";1080x2340 pixels;4/6 GB RAM;Kirin 710F;4000 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 7, 8, 20, 38, 40, 41;;HSPA 42.2/5.76 Mbps, LTE-A (2CA) Cat6 400/50 Mbps;2019, October 28;Available. Released 2019, November 14;163.5 x 77.3 x 8.8 mm (6.44 x 3.04 x 0.35 in);196.8 g (6.95 oz);Glass front, glass back, aluminum frame;Hybrid Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;6.59 inches, 106.6 cm(~84.3% screen-to-body ratio);1080 x 2340 pixels, 19.5:9 ratio (~391 ppi density);Android 9.0 (Pie), EMUI 9.1;Kirin 710F (12 nm);Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Mali-G51 MP4;microSDXC (uses shared SIM slot);64GB 4GB RAM, 128GB 4GB RAM, 128GB 6GB RAM;UFS 2.1;"48 MP, f/1.8, 27mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, 13mm (ultrawide)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30/60fps;"Motorized pop-up 16 MP, f/2.2, 26mm (wide), 1/3.06"", 1.0µm";;1080p@60fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;4.2, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0;Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass;;Li-Po 4000 mAh, non-removable;Midnight Black, Sapphire Blue;STK-LX1;About 240 EUR;;AnTuTu: 140362 (v7), 187528 (v8)GeekBench: 5345 (v4.4)GFXBench: 6.5fps (ES 3.1 onscreen);;;;;;;;
https://www.gsmarena.com/honor_20_lite_(china)-9914.php;https://fdn2.gsmarena.com/vv/bigpic/honor-20-lite-youth.jpg;Honor 20 lite (China);Released 2019, October;171.5g, 7.7mm thickness;Android 9.0, EMUI 9.1;64GB/128GB storage, microSDXC;19;0.1%;135,523 hits;"6.3""";1080x2400 pixels;4-8 GB RAM;Kirin 710F;4000 mAh Li-Po;GSM 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 1900 / 2100;1, 3, 5, 8, 38, 39, 40, 41;;HSPA, LTE;2019, October;Available. Released 2019, October;157.2 x 73.2 x 7.7 mm (6.19 x 2.88 x 0.30 in);171.5 g (6.07 oz);;Hybrid Dual SIM (Nano-SIM, dual stand-by);;AMOLED, 600 nits (typ);6.3 inches, 95.8 cm(~83.3% screen-to-body ratio);1080 x 2400 pixels, 20:9 ratio (~418 ppi density);Android 9.0 (Pie), EMUI 9.1;Kirin 710F (12 nm);Octa-core (4x2.2 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53);Mali-G51 MP4;microSDXC (uses shared SIM slot);64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM;;"48 MP, f/1.8, 28mm (wide), 1/2.0"", 0.8µm, PDAF8 MP, f/2.4, 13mm (ultrawide)2 MP, f/2.4, (depth)";LED flash, HDR, panorama;1080p@30fps;"16 MP, f/2.0, 26mm (wide), 1/3.06"", 1.0µm";HDR;1080p@30fps;;Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;USB Type-C 2.0, OTG;Fingerprint (under display, optical), accelerometer, proximity, compass;;Li-Po 4000 mAh, non-removable;Black, Green, Blue/Pink;LRA-AL00, LRA-TL00;About 220 EUR;;;;;;;;;;
https://www.gsmarena.com/honor_play_3e-9878.php;https://fdn2.gsmarena.com/vv/bigpic/honor-play-3e.jpg;Honor Play 3e;Released 2019, September;146g, 8.5mm thickness;Android 9.0, EMUI 9.1;32GB/64GB storage, microSDXC;11;N/A;116,080 hits;"5.71""";720x1520 pixels;2/3 GB RAM;Helio P22;3020 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2;HSDPA 850 / 900 / 2100;1, 3, 5, 8, 38, 39, 40, 41;;HSPA, LTE-A;2019, September;Available. Released 2019, September;147.1 x 70.8 x 8.5 mm (5.79 x 2.79 x 0.33 in);146 g (5.15 oz);;Dual SIM (Nano-SIM, dual stand-by);;IPS LCD;5.71 inches, 81.4 cm(~78.1% screen-to-body ratio);720 x 1520 pixels, 19:9 ratio (~295 ppi density);Android 9.0 (Pie), EMUI 9.1;Mediatek MT6762R Helio P22 (12 nm);Octa-core (4x2.0 GHz Cortex-A53 & 4x1.5 GHz Cortex-A53);PowerVR GE8320;microSDXC (dedicated slot);32GB 2GB RAM, 64GB 3GB RAM;eMMC 5.1;13 MP, f/1.8, PDAF;LED flash, HDR, panorama;1080p@30fps;5 MP, f/2.2;;1080p@30fps;;Wi-Fi 802.11 b/g/n, Wi-Fi Direct;5.0, A2DP, LE;GPS, GLONASS, BDS;No;FM radio;microUSB 2.0, OTG;Accelerometer, proximity;;Li-Po 3020 mAh, non-removable;Magic Night Black, Platinum Gold, Aurora Blue;;About 90 EUR;;;;;;;;;;
