Link;Image;Name;Release date;Weight;OS;Storage;Fans;Popularity;Hits;Screen_size;Screen_resolution;RAM;SOC;Battery;net2g;net3g;net4g;gprstext;edge;year;status;dimensions;weight;sim;bodyother;displaytype;displaysize;displayresolution;os;chipset;cpu;gpu;memoryslot;internalmemory;memoryother;cam1modules;cam1video;cam2modules;cam2video;wlan;bluetooth;gps;nfc;radio;usb;sensors;batdescription1;colors;models;price;speed;cam1features;net5g;build;displayprotection;displayother;cam2features;sar-us;tbench;batlife;optionalother;sar-eu;batstandby1;battalktime1;featuresother;batmusicplayback1
https://www.gsmarena.com/lg_optimus_s-3583.php;https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-s.jpg;LG Optimus S;Released 2010, December;130g, 13mm thickness;Android 2.2;microSDHC slot;14;N/A;374,583 hits;"3.2""";320x480 pixels; ;;1500 mAh Li-Ion;CDMA 800 / 1900;CDMA2000 1xEV-DO;;;;2010, October. Released 2010, December;Discontinued;114 x 59 x 13 mm (4.49 x 2.32 x 0.51 in);130 g (4.59 oz);Mini-SIM;;TFT;3.2 inches, 30.5 cm(~45.3% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo);;600 MHz;;microSDHC (dedicated slot);;;3.15 MP, AF;480p;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP, EDR;GPS, A-GPS;;;microUSB;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Gray;;About 50 EUR;EV-DO Rev.0, 153.2 Kbps;;;;;;;1.26 W/kg (head)     0.48 W/kg (body);;;;;Up to 200 h;Up to 5 h;DivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input;
https://www.gsmarena.com/lg_optimus_t-3544.php;https://fdn2.gsmarena.com/vv/bigpic/lg-optimus-t.jpg;LG Optimus T;Released 2010, December;129g, 13.3mm thickness;Android 2.2;170MB storage, microSDHC slot;16;N/A;435,229 hits;"3.2""";320x480 pixels; ;;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 1700 / 2100;;;;2010, October. Released 2010, December;Discontinued;113.5 x 59 x 13.3 mm (4.47 x 2.32 x 0.52 in);129 g (4.55 oz);Mini-SIM;;TFT, 256K colors;3.2 inches, 30.5 cm(~45.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo);;600 MHz;;microSDHC (dedicated slot), 2 GB included;170MB;;3.15 MP, AF;480p@18fps;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS, A-GPS;;Stereo FM radio;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Burgundy, Titanium;;About 110 EUR;HSPA 7.2/0.384 Mbps;;;;;;;1.30 W/kg (head)     0.72 W/kg (body);;;;;Up to 450 h;Up to 5 h;DivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewerOrganizerVoice memo/dial/commandsPredictive text input (Swype);
https://www.gsmarena.com/lg_optimus_one_p500-3516.php;https://fdn2.gsmarena.com/vv/bigpic/lg-p500-optimus-one.jpg;LG Optimus One P500;Released 2010, October;129g, 13.3mm thickness;Android 2.2, up to 2.3;170MB 512MB RAM storage, microSDHC slot;89;0.1%;6,008,990 hits;"3.2""";320x480 pixels;512 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2010, July. Released 2010, October;Discontinued;113.5 x 59 x 13.3 mm (4.47 x 2.32 x 0.52 in);129 g (4.55 oz);Mini-SIM;;TFT, 256K colors;3.2 inches, 30.5 cm(~45.5% screen-to-body ratio);320 x 480 pixels, 3:2 ratio (~180 ppi density);Android 2.2 (Froyo), upgradable to 2.3 (Gingerbread);Qualcomm MSM7227 Snapdragon S1;600 MHz ARM 11;Adreno 200;microSDHC (dedicated slot), 2 GB included;170MB 512MB RAM;;3.15 MP, AF;480p@18fps;No;;Wi-Fi 802.11 b/g, hotspot;2.1, A2DP;GPS, A-GPS;;Stereo FM radio;microUSB;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Black, wine, titan, blue, silver, purple;;About 100 EUR;HSPA 7.2/0.384 Mbps;;;;;;;0.45 W/kg (head)     0.37 W/kg (body);;;;0.93 W/kg (head)     0.70 W/kg (body);Up to 700 h (2G) / Up to 550 h (3G);Up to 8 h (2G) / Up to 7 h 30 min (3G);DivX/Xvid/MP4/H.264/WMV playerMP3/WAV/WMA/eAAC+ playerDocument viewer/editorOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_gw910-3345.php;https://fdn2.gsmarena.com/vv/bigpic/lg-e900-optimus-7.jpg;LG GW910;Released 2011, Q1;11.2mm thickness;Microsoft Windows Phone 7;8GB storage, no card slot;14;N/A;324,436 hits;"3.5""";480x800 pixels; ;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2010, September. Released 2011, Q1;Discontinued;115 x 57.5 x 11.2 mm (4.53 x 2.26 x 0.44 in);-;Mini-SIM;;OLED;3.5 inches, 34.9 cm(~52.7% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~267 ppi density);Microsoft Windows Phone 7;Qualcomm QSD8250 Snapdragon S1;1.0 GHz Scorpion;Adreno 200;No;8GB;;5 MP, AF;720p;No;;Wi-Fi 802.11 b/g/n, DLNA;2.0, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity;Removable Li-Ion 1500 mAh battery;Black;;About 120 EUR;HSPA 10.2/2 Mbps;LED flash;;;;;;0.37 W/kg (head)     0.20 W/kg (body);;;;;Up to 288 h;Up to 7 h 30 min;MP3/WAV/eAAC+/WMA playerMP4/DviX/WMV/H.263 playerOrganizerDocument viewer/editorVoice memoPredictive text input;
https://www.gsmarena.com/lg_a130-3414.php;https://fdn2.gsmarena.com/vv/bigpic/lg-a130-ofic.jpg;LG A130;Released 2010, September;86g, 16.9mm thickness;Feature phone;5MB storage, microSD slot;14;N/A;305,745 hits;"2.0""";176x220 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;UMTS 2100;;;;2010, August. Released 2010, September;Discontinued;92.5 x 47.5 x 16.9 mm (3.64 x 1.87 x 0.67 in);86 g (3.03 oz);Mini-SIM;;TFT,  256K colors;2.0 inches, 12.6 cm(~28.7% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSD (dedicated slot);5MB;;VGA;176x144@15fps;No;;No;Yes;No;;FM radio;microUSB;;Removable Li-Ion 900 mAh battery;Silver, Black;;;Yes, 384 kbps;;;;;Secondary external monochrome display;;0.63 W/kg (head)     1.00 W/kg (body);;;dedicated music key;0.72 W/kg (head)     1.03 W/kg (body);Up to 500 h;Up to 8 h;MP3/AAC+ playerH.263 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_gw370_rumour_plus-3220.php;https://fdn2.gsmarena.com/vv/bigpic/lg-gw370-rumour-plus.jpg;LG GW370 Rumour Plus;Released 2010, October;119g, 15.3mm thickness;Feature phone;80MB storage, microSDHC slot;12;N/A;207,520 hits;"2.4""";240x320 pixels; ;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;;2010, August. Released 2010, October;Discontinued;103 x 49.9 x 15.3 mm (4.06 x 1.96 x 0.60 in);119 g (4.20 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~34.7% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);80MB;;2 MP;Yes;No;;No;2.0, A2DP;No;;FM radio;microUSB 2.0;Accelerometer;Removable Li-Ion 950 mAh battery;Blue on Black, Red on Black;;About 40 EUR;HSPA 3.6/0.384 Mbps;;;;;;;;;;;;Up to 380 h;Up to 4 h;TVMP3/eAAC+/WMA playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_gd550_pure-3217.php;https://fdn2.gsmarena.com/vv/bigpic/lg-gd550.jpg;LG GD550 Pure;Released 2010, August;132g, 12.4mm thickness;Feature phone;60MB storage, microSDHC slot;13;N/A;177,117 hits;"2.4""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 2100;;;;2010, August. Released 2010, August;Discontinued;105.5 x 51 x 12.4 mm (4.15 x 2.01 x 0.49 in);132 g (4.66 oz);Mini-SIM;;TFT, 65K colors;2.4 inches, 17.8 cm(~33.2% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);60MB;;5 MP, AF;480p@30fps;No;;No;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black;;About 50 EUR;HSPA 3.6/0.384 Mbps;;;;;PURE UI;;0.25 W/kg (head)     0.45 W/kg (body);;;;;Up to 320 h (2G) / Up to 320 h (3G);Up to 5 h 30 min (2G) / Up to 4 h (3G);MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_ks365-3218.php;https://fdn2.gsmarena.com/vv/bigpic/lg-ks365.jpg;LG KS365;Released 2010, August;111g, 16.8mm thickness;Feature phone;microSDHC slot;13;N/A;271,084 hits;"2.4""";240x320 pixels; ;;800 mAh Li-Ion;GSM 900 / 1800 / 1900;;;Class 10;Class 10;2010, August. Released 2010, August;Discontinued;101.5 x 51 x 16.8 mm (4.00 x 2.01 x 0.66 in);111 g (3.92 oz);Mini-SIM;;TFT, 256K colors;2.4 inches, 17.8 cm(~34.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);;;2 MP;320p@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;2.0;;Removable Li-Ion 800 mAh battery;Blue, Red, Pink;;About 30 EUR;;;;;;Touchscreen dialling;;;;;;;Up to 440 h;Up to 5 h 30 min;MP3/eAAC+ playerMP4/H.264 playerPhoto/video editorOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_gm650s-3478.php;https://fdn2.gsmarena.com/vv/bigpic/LG-GM650s.jpg;LG GM650s;Released 2010, August;127g, 13.9mm thickness;Feature phone;No card slot;9;N/A;141,139 hits;"3.0""";240x400 pixels; ;;1250 mAh Li-Ion;GSM 900 / 1800 / 1900;HSDPA 2100 /1800;;;;2010, August. Released 2010, August;Discontinued;111.5 x 51.5 x 13.9 mm (4.39 x 2.03 x 0.55 in);127 g (4.48 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;3.0 inches, 25.6 cm(~44.6% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~155 ppi density);;;;;No;;;3.15 MP;Yes;No;;No;2.1, A2DP;No;;Stereo FM radio;microUSB 2.0;;Removable Li-Ion 1250 mAh battery;Black;;;HSPA 3.6/0.384 Mbps;;;;;Handwriting recognition;;;;;;;Up to 120 h;Up to 6 h;CMMB TV tunerMP3/WMA/eAAC+ playerMP4/H.263 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_scarlet_ii_tv-3470.php;https://fdn2.gsmarena.com/vv/bigpic/lg-GM600-TV.jpg;LG Scarlet II TV;Released 2010, April;12.9mm thickness;Feature phone;microSDHC slot;12;N/A;196,462 hits;"3.0""";240x400 pixels; ;;1100 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 10;Class 10;2010, April. Released 2010, April;Discontinued;106.7 x 51.9 x 12.9 mm (4.20 x 2.04 x 0.51 in);-;Mini-SIM;;TFT resistive touchscreen, 256K colors;3.0 inches, 25.6 cm(~46.3% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~155 ppi density);;;;;microSDHC (dedicated slot), 2 GB included;;;3.15 MP;320p@15fps;No;;No;2.0, A2DP;No;;Stereo FM radio, RDS;2.0;;Removable Li-Ion 1100 mAh battery;Black;;;;;;;;;;0.65 W/kg (head);;;;;Up to 510 h;Up to 7 h;ISDB-Tb Digital TV receiver, recordingMP3/WMA/eAAC+ playerDivX/MP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_flick_t320-3676.php;https://fdn2.gsmarena.com/vv/bigpic/lg-t320-flick.jpg;LG Flick T320;Released 2010, December;92.5g, 11.9mm thickness;Feature phone;30MB storage, microSDHC slot;8;N/A;137,050 hits;"2.8""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;;2010, December. Released 2010, December;Discontinued;102.4 x 56.4 x 11.9 mm (4.03 x 2.22 x 0.47 in);92.5 g (3.25 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~42.0% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);30MB;;2 MP;QCIF@15fps;No;;No;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer;Removable Li-Ion 900 mAh battery;Black;;About 50 EUR;HSPA 3.6/0.384 Mbps;;;;;Cartoon UIHandwriting recognition;;;;;;1.23 W/kg (head)     1.21 W/kg (body);Up to 320 h;Up to 3 h;SNS integrationMP3/AAC+/WAV/WMA playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_cookie_3g_t320-3459.php;https://fdn2.gsmarena.com/vv/bigpic/lg-wink-3g-T320.jpg;LG Cookie 3G T320;Released 2010;92.5g, 11.9mm thickness;Feature phone;30MB storage, microSDHC slot;10;N/A;243,886 hits;"2.8""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2010, August. Released 2010;Discontinued;103 x 57 x 11.9 mm (4.06 x 2.24 x 0.47 in);92.5 g (3.25 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~41.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);30MB;;2 MP;QCIF@15fps;No;;No;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer;Removable Li-Ion 900 mAh battery;Black&Red, Black&Titan Silver, Black&Pink, Black&Aqua Blue;;About 50 EUR;HSPA 3.6/0.384 Mbps;;;;;Cartoon UIHandwriting recognition;;0.71 W/kg (head)     0.27 W/kg (body);;;;1.23 W/kg (head)     1.21 W/kg (body);Up to 530 h;Up to 4 h 10 min;SNS integrationMP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_wink_3g_t320-3452.php;https://fdn2.gsmarena.com/vv/bigpic/lg-wink-3g-T320.jpg;LG Wink 3G T320;Released 2010, August;92.5g, 11.9mm thickness;Feature phone;30MB storage, microSDHC slot;9;N/A;231,447 hits;"2.8""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 900 / 2100;;;;2010, August. Released 2010, August;Discontinued;103 x 57 x 11.9 mm (4.06 x 2.24 x 0.47 in);92.5 g (3.25 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~41.4% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);30MB;;2 MP;QCIF@15fps;No;;Wi-Fi 802.11 b/g (carrier dependant);2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer;Removable Li-Ion 900 mAh battery;Black&Red, Black&Titan Silver, Black&Pink, Black&Aqua Blue;;About 50 EUR;HSPA 3.6/0.384 Mbps;;;;;Cartoon UIHandwriting recognition;;0.71 W/kg (head)     0.27 W/kg (body);;;;1.23 W/kg (head)     1.21 W/kg (body);Up to 530 h;Up to 4 h 10 min;SNS integrationMP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_c710_aloha-3413.php;https://fdn2.gsmarena.com/vv/bigpic/lg-c710-rum.jpg;LG C710 Aloha;Cancelled;118g, 12.9mm thickness;Android 2.1;512MB 256MB RAM storage, microSDHC slot;14;N/A;131,718 hits;"3.2""";480x800 pixels;256 MB RAM;Snapdragon S1;1500 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA;;Class 10;Class 10;Not officially announced yet;Cancelled;109 x 54.5 x 12.9 mm (4.29 x 2.15 x 0.51 in);118 g (4.16 oz);Mini-SIM;;TFT,  256K colors;3.2 inches, 29.1 cm(~49.1% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~292 ppi density);Android 2.1 (Eclair);Qualcomm MSM7227 Snapdragon S1;600 MHz ARM 11;Adreno 200;microSDHC (dedicated slot);512MB 256MB RAM;;5 MP;480p;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;Stereo FM radio, RDS;microUSB 2.0;Accelerometer, proximity, compass;Removable Li-Ion 1500 mAh battery;Black;;;HSPA;LED flash;;;;;;0.48 W/kg (head)     0.36 W/kg (body);;;;0.48 W/kg (head)     0.75 W/kg (body);;;DivX/XviD/MP4/H.264 playerMP3/WAV/eAAC+ playerOrganizerDocument viewerVoice memoPredictive text input;
https://www.gsmarena.com/lg_cookie_style_t310-3458.php;https://fdn2.gsmarena.com/vv/bigpic/lg-wink-style-t310.jpg;LG Cookie Style T310;Released 2010, October;86.5g, 11.9mm thickness;Feature phone;20MB storage, microSDHC slot;18;N/A;332,585 hits;"2.8""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 10;Class 10;2010, August. Released 2010, October;Discontinued;102.9 x 56.9 x 11.9 mm (4.05 x 2.24 x 0.47 in);86.5 g (3.03 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~41.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);20MB;;2 MP;QCIF@15fps;No;;No;2.1, A2DP;No;;"Stereo FM radio, RDS; built-in antenna";microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black&Red, White&Organge, Black&Titan Silver, Pink&White;;About 60 EUR;;;;;;Cartoon UIHandwriting recognition;;1.08 W/kg (head)     0.56 W/kg (body);;;;0.96 W/kg (head)     0.97 W/kg (body);Up to 500 h;Up to 8 h;SNS integrationMP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_wink_style_t310-3411.php;https://fdn2.gsmarena.com/vv/bigpic/lg-wink-style-t310.jpg;LG Wink Style T310;Released 2010, August;86.5g, 11.9mm thickness;Feature phone;20MB storage, microSDHC slot;14;N/A;344,228 hits;"2.8""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 10;Class 10;2010, August. Released 2010, August;Discontinued;102.9 x 56.9 x 11.9 mm (4.05 x 2.24 x 0.47 in);86.5 g (3.03 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.8 inches, 24.3 cm(~41.5% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~143 ppi density);;;;;microSDHC (dedicated slot);20MB;;2 MP;320p@15fps;No;;Wi-Fi 802.11 b/g (carrier dependant);2.1, A2DP, EDR;No;;"Stereo FM radio, RDS; built-in antenna";microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black&Red, White&Organge, Black&Titan Silver, Pink&White;;About 60 EUR;;;;;;Cartoon UIHandwriting recognition;;1.08 W/kg (head)     0.56 W/kg (body);;;;0.96 W/kg (head)     0.97 W/kg (body);Up to 350 h;Up to 3 h;SNS integrationMP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_cookie_lite_t300-3412.php;https://fdn2.gsmarena.com/vv/bigpic/lg-wink-t300.jpg;LG Cookie Lite T300;Released 2010, September;77g, 11.9mm thickness;Feature phone;20MB storage, microSDHC slot;17;N/A;974,127 hits;"2.4""";240x320 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 10;Class 10;2010, August. Released 2010, September;Discontinued;95.8 x 50.5 x 11.9 mm (3.77 x 1.99 x 0.47 in);77 g (2.72 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;2.4 inches, 17.8 cm(~36.9% screen-to-body ratio);240 x 320 pixels, 4:3 ratio (~167 ppi density);;;;;microSDHC (dedicated slot);20MB;;1.3 MP;QCIF@15fps;No;;No;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black&Red, White&Organge, Black&Titan Silver, Pink&White;;About 60 EUR;;;;;;Cartoon UIHandwriting recognition;;1.25 W/kg (head)     1.19 W/kg (body);;;;1.19 W/kg (head)     1.50 W/kg (body);Up to 500 h;Up to 8 h;SNS integrationMP3/eAAC+/WAV playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_c105-3444.php;https://fdn2.gsmarena.com/vv/bigpic/lg-c105.jpg;LG C105;Released 2010, Q4;94g, 13mm thickness;Feature phone;7MB storage, microSDHC slot;13;N/A;419,621 hits;"2.2""";176x220 pixels; ;;950 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 12;Class 10;2010, July. Released 2010, Q4;Discontinued;114.5 x 59 x 13 mm (4.51 x 2.32 x 0.51 in);94 g (3.32 oz);Mini-SIM;;TFT, 256K colors;2.2 inches, 15.2 cm(~22.5% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSDHC (dedicated slot);7MB;;1.3 MP;QCIF@15fps;No;;No;2.1, A2DP;No;;FM radio, recording;microUSB 2.0;;Removable Li-Ion 950 mAh battery;Black, Silver, White, Blue, Red, Orange, Green;;About 60 EUR;;;;;;;;0.71 W/kg (head)     0.49 W/kg (body);;;;0.91 W/kg (head)     0.60 W/kg (body);Up to 600 h;Up to 9 h;SNS integrationFacebook, Twitter appsMSN MessengerWeather widgetMP3/eAAC+ playerOrganizerVoice memo;
https://www.gsmarena.com/lg_gx300-3360.php;https://fdn2.gsmarena.com/vv/bigpic/lg-gx300-ofic.jpg;LG GX300;Released 2010, July;104g, 12.8mm thickness;Feature phone;30MB storage, microSDHC slot;10;N/A;477,002 hits;"2.2""";176x220 pixels; ;;1500 mAh Li-Po;GSM 850 / 900 / 1800 / 1900 - SIM 1;;;Class 10;No;2010, June. Released 2010, July;Discontinued;116 x 51 x 12.8 mm (4.57 x 2.01 x 0.50 in);104 g (3.67 oz);Dual SIM (Mini-SIM, dual stand-by);;TFT, 65K colors;2.2 inches, 15.2 cm(~25.7% screen-to-body ratio);176 x 220 pixels (~128 ppi density);;;;;microSDHC (dedicated slot);30MB;;2 MP;Yes;No;;No;2.1, A2DP, EDR;No;;Stereo FM radio, RDS;2.0;;Removable Li-Po 1500 mAh battery;Black;;About 70 EUR;;;;;Corning Gorilla Glass;;;;;;;;Up to 488 h;Up to 23 h;MP3/WAV/eAAC+ playerMP4/H.264 playerOrganizerVoice memoPredictive text input;
https://www.gsmarena.com/lg_gu292-3260.php;https://fdn2.gsmarena.com/vv/bigpic/LG_GU292.jpg;LG GU292;Released 2010, June;105.2g, 16.3mm thickness;Feature phone;100MB storage, microSDHC slot;12;N/A;135,414 hits;"2.0""";176x220 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 1900;;;;2010, May. Released 2010, June;Discontinued;99.6 x 47 x 16.3 mm (3.92 x 1.85 x 0.64 in);105.2 g (3.70 oz);Mini-SIM;;TFT, 256K colors;2.0 inches, 12.6 cm(~26.9% screen-to-body ratio);176 x 220 pixels (~141 ppi density);;;;;microSDHC (dedicated slot);100MB;;No;;;;No;2.1, A2DP;"A-GPS only; AT&T Navigator";;No;microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black, Silver;;;HSPA 3.6/0.384 Mbps;;;;;;;;;;;;Up to 504 h;Up to 6 h 30 min;MP3/WMA/eAAC+ playerMP4/H.263 playerOrganizerPush-to-TalkVoice memoPredictive text input;
https://www.gsmarena.com/lg_gm360_viewty_snap-3359.php;https://fdn2.gsmarena.com/vv/bigpic/LG-GM360-Viewty-Snap-new.jpg;LG GM360 Viewty Snap;Released 2010, June;87g, 12mm thickness;Feature phone;60MB storage, microSDHC slot;22;N/A;976,083 hits;"3.0""";240x400 pixels; ;;900 mAh Li-Ion;GSM 850 / 900 / 1800 / 1900;;;Class 10;Class 10;2010, June. Released 2010, June;Discontinued;108 x 53.1 x 12 mm (4.25 x 2.09 x 0.47 in);87 g (3.07 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;3.0 inches, 25.6 cm(~44.7% screen-to-body ratio);240 x 400 pixels, 5:3 ratio (~155 ppi density);;;;;microSDHC (dedicated slot);60MB;;5 MP, AF;320p@10fps;No;;No;2.1, A2DP;No;;Stereo FM radio, RDS;microUSB 2.0;;Removable Li-Ion 900 mAh battery;Black, Silver;;About 70 EUR;;LED flash;;;;Handwriting recognition;;1.02 W/kg (head)     0.37 W/kg (body);;;;;Up to 300 h;Up to 5 h;SNS integrationMP3/WMA/eAAC+ playerMP4/H.264/WMV playerOrganizerDocument viewer (DOC, XLS, PPT, PDF)Voice memoPredictive text input;
https://www.gsmarena.com/lg_fathom_vs750-3356.php;https://fdn2.gsmarena.com/vv/bigpic/lg-fathom.jpg;LG Fathom VS750;Released 2010, June;152g, 17mm thickness;Microsoft Windows Mobile 6.5 Professional;256MB RAM storage, microSDHC slot;10;N/A;521,454 hits;"3.2""";480x800 pixels;256 MB RAM;Snapdragon S1;;GSM 850 / 900 / 1800 / 1900;HSDPA 850 / 900 / 1900 / 2100;;;;2010, May. Released 2010, June;Discontinued;115 x 56 x 17 mm (4.53 x 2.20 x 0.67 in);152 g (5.36 oz);Mini-SIM;;TFT resistive touchscreen, 256K colors;3.2 inches, 29.1 cm(~45.3% screen-to-body ratio);480 x 800 pixels, 5:3 ratio (~292 ppi density);Microsoft Windows Mobile 6.5 Professional;Qualcomm QSD8250 Snapdragon S1;1.0 GHz Scorpion;Adreno 200;microSDHC (dedicated slot);256MB RAM, 512MB ROM;;3.15 MP, AF;480p@30fps;No;;Wi-Fi 802.11 b/g/n;2.1, A2DP;GPS, A-GPS;;No;microUSB 2.0;;Removable Li-Po battery;Black;;About 40 EUR;HSPA 7.2/0.384 Mbps;;;;;;;0.77 W/kg (head)     1.15 W/kg (body);;;;;Up to 475 h;Up to 7 h;MP3/WAV/eAAC+/WMA playerMP4/H.264 playerDocument viewer/editorOrganizerVoice memo/dial/commandsPredictive text input;
